ID;Ndex;Pok‚mon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
414_1;#0414;Mothim;;Burmy;Evoluci¢n;Amateur;Bicho;Volador;Enjambre;Enjambre;Cromolente;3;2;3;2;2;3;15;15;Normal
415_1;#0415;Combee;;Combee;B sico;Starter;Bicho;Volador;Recogemiel;Recogemiel;Entusiasmo;1;1;1;1;2;2;8;8;Normal
416_1;#0416;Vespiquen;;Combee;Evoluci¢n;Ace;Bicho;Volador;Presion;Presion;Nerviosismo;3;4;3;4;1;3;17;18;Suave
417_1;#0417;Pachirisu;;Pachirisu;Inicial;Begginer;Electrico;NA;Fuga;Recogida;Absorbeelectricidad;1;2;1;3;3;3;13;13;Normal
418_1;#0418;Buizel;;Buizel;B sico;Begginer;Agua;NA;Nadorapido;Nadorapido;Veloagua;2;1;2;1;3;3;13;12;Normal
419_1;#0419;Floatzel;;Buizel;Evoluci¢n;Ace;Agua;NA;Nadorapido;Nadorapido;Veloagua;4;2;3;2;4;3;17;18;Rapido
420_1;#0420;Cherubi;;Cherubi;B sico;Starter;Planta;NA;Clorofila;Clorofila;Clorofila;1;1;2;2;1;2;8;9;Lento
421_1;#0421;Cherrim;Forma Encapotado;Cherubi;Evoluci¢n;Amateur;Planta;NA;Donfloral;Donfloral;Donfloral;2;2;3;3;3;3;15;16;Normal
422_1;#0422;Shellos;Mar Oeste;Shellos;B sico;Begginer;Agua;NA;Viscosidad;Colector;Poderarena;1;1;2;2;1;3;13;10;Lento
423_1;#0423;Gastrodon;Mar Oeste;Shellos;Evoluci¢n;Amateur;Agua;Tierra;Viscosidad;Colector;Poderarena;3;2;3;3;1;4;18;16;Suave
424_1;#0424;Ambipom;;Aipom;Evoluci¢n;Ace;Normal;NA;Experto;Recogida;Encadenado;4;2;2;2;4;3;17;17;Rapido
425_1;#0425;Drifloon;;Drifloon;B sico;Begginer;Fantasma;Volador;Liviano;Detonacion;impetuardiente;2;1;2;1;2;3;13;11;Normal
426_1;#0426;Drifblim;;Drifloon;Evoluci¢n;Ace;Fantasma;Volador;Liviano;Detonacion;impetuardiente;3;1;3;2;3;5;23;17;Normal
427_1;#0427;Buneary;;Buneary;B sico;Begginer;Normal;NA;Fuga;Zoquete;Flexibilidad;2;1;1;2;3;3;13;12;Normal
428_1;#0428;Lopunny;;Buneary;Evoluci¢n;Ace;Normal;NA;Granencanto;Zoquete;Flexibilidad;3;3;2;3;4;3;17;18;Rapido
428_2;#0428;Lopunny;Mega-Lopunny;Buneary;Mega;Legend;Normal;Lucha;Intrepido;Intrepido;Intrepido;5;3;2;3;5;3;25;21;Rapido
429_1;#0429;Mismagius;;Misdreavus;Evoluci¢n;Pro;Fantasma;NA;Levitacion;Levitacion;Levitacion;2;2;4;4;4;3;19;19;Rapido
430_1;#0430;Honchkrow;;Murkrow;Evoluci¢n;Pro;Siniestro;Volador;Insomnio;Afortunado;Autoestima;5;2;4;2;2;4;22;19;Normal
431_1;#0431;Glameow;;Glameow;B sico;Begginer;Normal;NA;Flexibilidad;Ritmopropio;Vistalince;2;1;1;1;3;2;10;10;Normal
432_1;#0432;Purugly;;Glameow;Evoluci¢n;Amateur;Normal;NA;Sebo;Ritmopropio;Competitivo;3;2;2;2;4;3;15;16;Rapido
433_1;#0433;Chingling;;Chingling;Beb‚;Begginer;Psiquico;NA;Levitacion;Levitacion;Levitacion;1;2;2;2;1;2;10;10;Suave
434_1;#0434;Stunky;;Stunky;B sico;Begginer;Veneno;Siniestro;Hedor;Detonacion;Vistalince;2;1;1;1;2;3;13;10;Normal
435_1;#0435;Skuntank;;Stunky;Evoluci¢n;Amateur;Veneno;Siniestro;Hedor;Detonacion;Vistalince;3;2;2;2;3;4;18;16;Normal
436_1;#0436;Bronzor;;Bronzor;B sico;Begginer;Acero;Psiquico;Levitacion;Ignifugo;Metalpesado;1;3;1;3;1;3;13;12;Lento
437_1;#0437;Bronzong;;Bronzor;Evoluci¢n;Ace;Acero;Psiquico;Levitacion;Ignifugo;Metalpesado;3;4;3;4;1;3;17;18;Lento
438_1;#0438;Bonsly;;Bonsly;Beb‚;Begginer;Roca;NA;Robustez;Cabezaroca;Cobardia;3;3;1;1;1;3;13;12;Lento
439_1;#0439;Mime Jr.;;Mime Jr.;Beb‚;Begginer;Psiquico;Hada;Insonorizar;Filtro;Experto;1;1;2;3;2;2;10;11;Suave
440_1;#0440;Happiny;;Happiny;Beb‚;Begginer;Normal;NA;Curanatural;Dicha;Compiescolta;1;1;1;2;1;4;16;10;Lento
441_1;#0441;Chatot;;Chatot;Inicial;Begginer;Normal;Volador;Vistalince;Tumbos;Sacapecho;2;1;3;1;3;3;13;13;Normal
442_1;#0442;Spiritomb;;Spiritomb;Inicial;Ace;Fantasma;Siniestro;Presion;Presion;Allanamiento;3;4;3;4;1;3;17;18;Lento
443_1;#0443;Gible;;Gible;B sico;Starter;Dragon;Tierra;Veloarena;Veloarena;Pieltosca;2;1;1;1;1;3;11;9;Suave
444_1;#0444;Gabite;;Gible;Evoluci¢n;Amateur;Dragon;Tierra;Veloarena;Veloarena;Pieltosca;3;2;2;2;3;3;15;15;Normal
445_1;#0445;Garchomp;;Gible;Avanzada;Pro;Dragon;Tierra;Veloarena;Veloarena;Pieltosca;5;3;3;3;4;4;22;22;Fugaz
445_2;#0445;Garchomp;Mega-Garchomp;Gible;Mega;Legend;Dragon;Tierra;Poderarena;Poderarena;Poderarena;6;4;4;3;3;4;28;24;Normal
446_1;#0446;Munchlax;;Munchlax;Beb‚;Begginer;Normal;NA;Recogida;Sebo;Gula;3;1;1;3;1;4;16;13;Lento
447_1;#0447;Riolu;;Riolu;Beb‚;Starter;Lucha;NA;Impasible;Fuerzamental;Bromista;2;1;1;1;2;2;8;9;Suave
448_1;#0448;Lucario;;Riolu;Avanzada;Ace;Lucha;Acero;Impasible;Fuerzamental;Justiciero;4;2;4;2;3;3;17;18;Normal
448_2;#0448;Lucario;Mega-Lucario;Riolu;Mega;Legend;Lucha;Acero;Adaptable;Adaptable;Adaptable;5;3;5;2;4;3;25;22;Rapido
449_1;#0449;Hippopotas;;Hippopotas;B sico;Begginer;Tierra;NA;Chorroarena;Chorroarena;Poderarena;2;3;1;1;1;3;13;11;Lento
450_1;#0450;Hippowdon;;Hippopotas;Evoluci¢n;Ace;Tierra;NA;Chorroarena;Chorroarena;Poderarena;4;4;2;2;1;4;20;17;Suave
451_1;#0451;Skorupi;;Skorupi;B sico;Begginer;Veneno;Bicho;Armadurabatalla;Francotirador;Vistalince;2;3;1;2;2;2;10;12;Normal
452_1;#0452;Drapion;;Skorupi;Evoluci¢n;Ace;Veneno;Siniestro;Armadurabatalla;Francotirador;Vistalince;3;4;2;3;3;3;17;18;Normal
453_1;#0453;Croagunk;;Croagunk;B sico;Begginer;Veneno;Lucha;Anticipacion;Pielseca;Toquetoxico;2;1;2;1;2;2;10;10;Suave
454_1;#0454;Toxicroak;;Croagunk;Evoluci¢n;Ace;Veneno;Lucha;Anticipacion;Pielseca;Toquetoxico;4;2;3;2;3;3;17;17;Normal
455_1;#0455;Carnivine;;Carnivine;Inicial;Amateur;Planta;NA;Levitacion;Levitacion;Levitacion;4;2;3;2;1;3;15;15;Suave
456_1;#0456;Finneon;;Finneon;B sico;Begginer;Agua;NA;Nadorapido;Colector;Veloagua;1;2;1;2;2;2;10;10;Normal
457_1;#0457;Lumineon;;Finneon;Evoluci¢n;Amateur;Agua;NA;Nadorapido;Colector;Veloagua;2;3;2;3;3;3;15;16;Normal
458_1;#0458;Mantyke;;Mantyke;Beb‚;Begginer;Agua;Volador;Nadorapido;Absorbeagua;Veloagua;1;2;2;4;2;2;10;13;Suave
459_1;#0459;Snover;;Snover;B sico;Begginer;Planta;Hielo;Nevada;Nevada;Insonorizar;2;2;2;2;1;3;13;12;Suave
460_1;#0460;Abomasnow;;Snover;Evoluci¢n;Ace;Planta;Hielo;Nevada;Nevada;Insonorizar;3;3;3;3;2;3;17;17;Suave
460_2;#0460;Abomasnow;Mega-Abomasnow;Snover;Mega;Legend;Planta;Hielo;Nevada;Nevada;Nevada;5;4;5;4;1;3;25;22;Lento
461_1;#0461;Weavile;;Sneasel;Evoluci¢n;Ace;Siniestro;Hielo;Presion;Presion;Hurto;4;2;1;3;5;3;17;18;Rapido
462_1;#0462;Magnezone;;Magnemite;Avanzada;Pro;Electrico;Acero;Iman;Robustez;Calculofinal;2;4;5;3;2;3;19;19;Suave
463_1;#0463;Lickilicky;;Lickitung;Evoluci¢n;Ace;Normal;NA;Despiste;Ritmopropio;Aclimatacion;3;3;3;3;2;4;20;18;Suave
464_1;#0464;Rhyperior;;Rhyhorn;Avanzada;Pro;Tierra;Roca;Pararrayos;Rocasolida;Audaz;5;5;2;2;1;4;22;19;Suave
465_1;#0465;Tangrowth;;Tangela;Evoluci¢n;Ace;Planta;NA;Clorofila;Defensahoja;Regeneracion;4;5;4;2;2;4;20;21;Suave
466_1;#0466;Electivire;;Elekid;Avanzada;Ace;Electrico;NA;Electromotor;Electromotor;Espirituvital;4;2;3;3;3;3;17;18;Normal
467_1;#0467;Magmortar;;Magby;Avanzada;Pro;Fuego;NA;Cuerpollama;Cuerpollama;Espirituvital;3;2;5;3;3;3;19;19;Normal
468_1;#0468;Togekiss;;Togepi;Avanzada;Pro;Hada;Volador;Entusiasmo;Dicha;Afortunado;2;3;4;4;3;3;19;19;Normal
469_1;#0469;Yanmega;;Yanma;Evoluci¢n;Ace;Bicho;Volador;Impulso;Cromolente;Cacheo;3;3;4;2;3;3;17;18;Normal
470_1;#0470;Leafeon;;Eevee;Evoluci¢n;Pro;Planta;NA;Defensahoja;Defensahoja;Clorofila;4;5;2;2;3;3;19;19;Normal
471_1;#0471;Glaceon;;Eevee;Evoluci¢n;Pro;Hielo;NA;Mantoniveo;Mantoniveo;Gelido;2;4;5;3;2;3;19;19;Normal
472_1;#0472;Gliscor;;Gligar;Evoluci¢n;Ace;Tierra;Volador;Cortefuerte;Veloarena;Antidoto;3;5;1;3;3;3;17;18;Normal
473_1;#0473;Mamoswine;;Swinub;Avanzada;Pro;Hielo;Tierra;Despiste;Mantoniveo;Sebo;5;3;2;2;3;4;22;19;Normal
474_1;#0474;Porygon-Z;;Porygon;Avanzada;Pro;Normal;NA;Adaptable;Descarga;Calculofinal;3;2;5;3;3;3;19;19;Normal
475_1;#0475;Gallade;;Ralts;Avanzada;Pro;Psiquico;Lucha;Impasible;Cortante;Justiciero;5;2;2;4;3;3;19;19;Normal
475_2;#0475;Gallade;Mega-Gallade;Ralts;Mega;Legend;Psiquico;Lucha;Fuerzamental;Fuerzamental;Fuerzamental;6;3;2;4;4;3;25;22;Rapido
476_1;#0476;Probopass;;Nosepass;Evoluci¢n;Pro;Roca;Acero;Iman;Robustez;Poderarena;2;5;3;6;1;3;19;20;Suave
477_1;#0477;Dusknoir;;Duskull;Avanzada;Pro;Fantasma;NA;Presion;Presion;Cacheo;4;5;2;5;1;2;16;19;Suave
478_1;#0478;Froslass;;Snorunt;Evoluci¢n;Ace;Hielo;Fantasma;Mantoniveo;Mantoniveo;Cuerpomaldito;3;2;3;2;4;3;17;17;Rapido
479_1;#0479;Rotom;Forma de Rotom;Rotom;Inicial;Ace;Electrico;Fantasma;Levitacion;Levitacion;Levitacion;2;3;3;3;3;3;17;17;Normal
479_2;#0479;Rotom;Rotom Calor;Rotom;Inicial;Pro;Electrico;Fuego;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
479_3;#0479;Rotom;Rotom Lavado;Rotom;Inicial;Pro;Electrico;Agua;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
479_4;#0479;Rotom;Rotom Frio;Rotom;Inicial;Pro;Electrico;Hielo;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
479_5;#0479;Rotom;Rotom Ventilador;Rotom;Inicial;Pro;Electrico;Volador;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
479_6;#0479;Rotom;Rotom Corte;Rotom;Inicial;Pro;Electrico;Planta;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
480_1;#0480;Uxie;;Uxie;Legendario;Legend;Psiquico;NA;Levitacion;Levitacion;Levitacion;3;5;3;5;3;3;25;22;Normal
481_1;#0481;Mesprit;;Mesprit;Legendario;Legend;Psiquico;NA;Levitacion;Levitacion;Levitacion;4;4;4;4;3;3;25;22;Normal
482_1;#0482;Azelf;;Azelf;Legendario;Legend;Psiquico;NA;Levitacion;Levitacion;Levitacion;5;2;5;2;4;3;25;21;Rapido
483_1;#0483;Dialga;;Dialga;Legendario;Legend;Acero;Dragon;Presion;Presion;Telepatia;4;4;6;4;3;4;28;25;Normal
483_2;#0483;Dialga;Forma Origen;Dialga;Legendario;Legend;Acero;Dragon;Presion;Presion;Telepatia;4;4;6;4;3;4;28;25;Normal
484_1;#0484;Palkia;;Palkia;Legendario;Legend;Agua;Dragon;Presion;Presion;Telepatia;4;4;6;4;4;3;25;25;Fugaz
484_2;#0484;Palkia;Forma Origen;Palkia;Legendario;Legend;Agua;Dragon;Presion;Presion;Telepatia;4;4;6;4;4;3;25;25;Fugaz
485_1;#0485;Heatran;;Heatran;Legendario;Legend;Fuego;Acero;Absorbefuego;Absorbefuego;Cuerpollama;3;4;5;4;3;3;25;22;Normal
486_1;#0486;Regigigas;;Regigigas;Legendario;Legend;Normal;NA;Iniciolento;Iniciolento;Iniciolento;6;4;3;4;4;4;28;25;Fugaz
487_1;#0487;Giratina;Forma Modificada;Giratina;Legendario;Legend;Fantasma;Dragon;Presion;Presion;Telepatia;4;4;4;4;3;5;31;24;Normal
487_2;#0487;Giratina;Forma Origen;Giratina;Legendario;Legend;Fantasma;Dragon;Levitacion;Levitacion;Levitacion;4;4;4;4;3;5;31;24;Normal
488_1;#0488;Cresselia;;Cresselia;Legendario;Legend;Psiquico;NA;Levitacion;Levitacion;Levitacion;2;4;3;4;3;4;28;20;Normal
489_1;#0489;Phione;;Phione;Legendario;Ace;Agua;NA;Hidratacion;Hidratacion;Hidratacion;3;3;3;3;3;3;17;18;Normal
490_1;#0490;Manaphy;;Manaphy;Legendario;Legend;Agua;NA;Hidratacion;Hidratacion;Hidratacion;4;4;4;4;4;4;28;24;Fugaz
491_1;#0491;Darkrai;;Darkrai;Legendario;Legend;Siniestro;NA;Malsue¤o;Malsue¤o;Malsue¤o;3;3;5;3;5;3;25;22;Rapido
492_2;#0492;Shaymin;Forma Cielo;Shaymin;Legendario;Legend;Planta;Volador;Dicha;Dicha;Dicha;4;3;4;3;5;4;28;23;Fugaz
492_1;#0492;Shaymin;Forma Tierra;Shaymin;Legendario;Legend;Planta;NA;Curanatural;Curanatural;Curanatural;4;4;4;4;4;4;28;24;Fugaz
493_1;#0493;Arceus;Tipo Normal;Arceus;Legendario;Legend;Normal;NA;Multitipo;Multitipo;Multitipo;4;4;4;4;4;4;28;24;Fugaz
494_1;#0494;Victini;;Victini;Legendario;Legend;Psiquico;Fuego;Tinovictoria;Tinovictoria;Tinovictoria;4;4;4;4;4;4;28;24;Fugaz
495_1;#0495;Snivy;;Snivy;B sico;Begginer;Planta;NA;Espesura;Espesura;Respondon;1;2;1;2;2;2;10;10;Normal
496_1;#0496;Servine;;Snivy;Evoluci¢n;Amateur;Planta;NA;Espesura;Espesura;Respondon;2;3;2;3;3;3;15;16;Normal
497_1;#0497;Serperior;;Snivy;Avanzada;Pro;Planta;NA;Espesura;Espesura;Respondon;3;3;3;3;4;3;19;19;Rapido
498_1;#0498;Tepig;;Tepig;B sico;Starter;Fuego;NA;Marllamas;Marllamas;Sebo;2;1;1;1;1;3;11;9;Suave
499_1;#0499;Pignite;;Tepig;Evoluci¢n;Amateur;Fuego;Lucha;Marllamas;Marllamas;Sebo;3;2;2;2;2;3;15;14;Suave
500_1;#0500;Emboar;;Tepig;Avanzada;Ace;Fuego;Lucha;Marllamas;Marllamas;Audaz;4;2;4;2;2;4;20;18;Normal
501_1;#0501;Oshawott;;Oshawott;B sico;Begginer;Agua;NA;Torrente;Torrente;Caparazon;2;1;2;1;1;3;13;10;Suave
502_1;#0502;Dewott;;Oshawott;Evoluci¢n;Amateur;Agua;NA;Torrente;Torrente;Caparazon;3;2;3;2;2;3;15;15;Suave
503_1;#0503;Samurott;;Oshawott;Avanzada;Ace;Agua;NA;Torrente;Torrente;Caparazon;4;3;4;2;2;3;17;18;Normal
503_2;#0503;Samurott;Forma de Hisui;Oshawott;Avanzada;Pro;Agua;Siniestro;Torrente;Torrente;Cortante;4;3;4;2;3;3;19;19;Normal
504_1;#0504;Patrat;;Patrat;B sico;Starter;Normal;NA;Vistalince;Fuga;Calculofinal;2;1;1;1;1;2;8;8;Suave
505_1;#0505;Watchog;;Patrat;Evoluci¢n;Amateur;Normal;NA;Vistalince;Iluminacion;Calculofinal;3;2;2;2;3;3;15;15;Normal
506_1;#0506;Lillipup;;Lillipup;B sico;Starter;Normal;NA;Espirituvital;Recogida;Fuga;2;1;1;1;2;2;8;9;Suave
507_1;#0507;Herdier;;Lillipup;Evoluci¢n;Begginer;Normal;NA;Intimidacion;impetuarena;Intrepido;3;2;1;2;2;3;13;13;Suave
508_1;#0508;Stoutland;;Lillipup;Avanzada;Ace;Normal;NA;Intimidacion;impetuarena;Intrepido;4;3;1;3;3;3;17;17;Normal
509_1;#0509;Purrloin;;Purrloin;B sico;Begginer;Siniestro;NA;Flexibilidad;Liviano;Bromista;2;1;2;1;2;2;10;10;Normal
510_1;#0510;Liepard;;Purrloin;Evoluci¢n;Ace;Siniestro;NA;Flexibilidad;Liviano;Bromista;3;2;3;2;4;3;17;17;Rapido
511_1;#0511;Pansage;;Pansage;B sico;Begginer;Planta;NA;Gula;Gula;Espesura;2;1;2;1;2;3;13;11;Normal
512_1;#0512;Simisage;;Pansage;Evoluci¢n;Ace;Planta;NA;Gula;Gula;Espesura;3;2;3;2;4;3;17;17;Rapido
513_1;#0513;Pansear;;Pansear;B sico;Begginer;Fuego;NA;Gula;Gula;Marllamas;2;1;2;1;2;3;13;11;Normal
514_1;#0514;Simisear;;Pansear;Evoluci¢n;Ace;Fuego;NA;Gula;Gula;Marllamas;3;2;3;2;4;3;17;17;Rapido
515_1;#0515;Panpour;;Panpour;B sico;Begginer;Agua;NA;Gula;Gula;Torrente;2;1;2;1;2;3;13;11;Normal
516_1;#0516;Simipour;;Panpour;Evoluci¢n;Ace;Agua;NA;Gula;Gula;Torrente;3;2;3;2;4;3;17;17;Rapido
517_1;#0517;Munna;;Munna;B sico;Begginer;Psiquico;NA;Sincronia;Alerta;Telepatia;1;1;2;2;1;3;13;10;Lento
518_1;#0518;Musharna;;Munna;Evoluci¢n;Ace;Psiquico;NA;Sincronia;Alerta;Telepatia;2;3;4;3;1;4;20;17;Lento
519_1;#0519;Pidove;;Pidove;B sico;Begginer;Normal;Volador;Sacapecho;Afortunado;Rivalidad;2;2;1;1;1;3;13;10;Suave
520_1;#0520;Tranquill;;Pidove;Evoluci¢n;Begginer;Normal;Volador;Sacapecho;Afortunado;Rivalidad;3;2;2;1;2;3;13;13;Normal
521_1;#0521;Unfezant;;Pidove;Avanzada;Ace;Normal;Volador;Sacapecho;Afortunado;Rivalidad;4;3;2;2;3;3;17;17;Normal
522_1;#0522;Blitzle;;Blitzle;B sico;Begginer;Electrico;NA;Pararrayos;Electromotor;Herbivoro;2;1;2;1;3;2;10;11;Normal
523_1;#0523;Zebstrika;;Blitzle;Evoluci¢n;Ace;Electrico;NA;Pararrayos;Electromotor;Herbivoro;4;2;3;2;4;3;17;18;Rapido
524_1;#0524;Roggenrola;;Roggenrola;B sico;Begginer;Roca;NA;Robustez;Armadurafragil;Poderarena;3;3;1;1;1;3;13;12;Lento
525_1;#0525;Boldore;;Roggenrola;Evoluci¢n;Amateur;Roca;NA;Robustez;Armadurafragil;Poderarena;4;4;2;1;1;3;15;15;Lento
526_1;#0526;Gigalith;;Roggenrola;Avanzada;Pro;Roca;NA;Robustez;Chorroarena;Poderarena;5;5;2;3;1;3;19;19;Lento
527_1;#0527;Woobat;;Woobat;B sico;Begginer;Psiquico;Volador;Ignorante;Zoquete;Simple;1;1;2;1;2;3;13;10;Normal
528_1;#0528;Swoobat;;Woobat;Evoluci¢n;Amateur;Psiquico;Volador;Ignorante;Zoquete;Simple;2;2;3;2;4;3;15;16;Rapido
529_1;#0529;Drilbur;;Drilbur;B sico;Begginer;Tierra;NA;impetuarena;Poderarena;Rompemoldes;3;1;1;1;2;3;13;11;Normal
530_1;#0530;Excadrill;;Drilbur;Evoluci¢n;Ace;Tierra;Acero;impetuarena;Poderarena;Rompemoldes;5;2;2;2;3;4;20;18;Normal
531_1;#0531;Audino;;Audino;Inicial;Amateur;Normal;NA;Almacura;Regeneracion;Zoquete;2;3;2;3;2;4;18;16;Suave
531_2;#0531;Audino;Mega-Audino;Audino;Mega;Legend;Normal;Hada;Almacura;Almacura;Almacura;2;5;3;5;2;4;28;21;Suave
532_1;#0532;Timburr;;Timburr;B sico;Begginer;Lucha;NA;Agallas;Potenciabruta;Pu¤oferreo;3;2;1;1;1;3;13;11;Lento
533_1;#0533;Gurdurr;;Timburr;Evoluci¢n;Amateur;Lucha;NA;Agallas;Potenciabruta;Pu¤oferreo;4;3;1;2;1;3;15;14;Suave
534_1;#0534;Conkeldurr;;Timburr;Avanzada;Ace;Lucha;NA;Agallas;Potenciabruta;Pu¤oferreo;5;3;2;2;1;4;20;17;Suave
535_1;#0535;Tympole;;Tympole;B sico;Begginer;Agua;NA;Hidratacion;Nadorapido;Absorbeagua;2;1;2;1;2;3;13;11;Normal
536_1;#0536;Palpitoad;;Tympole;Evoluci¢n;Begginer;Agua;Tierra;Hidratacion;Nadorapido;Absorbeagua;2;2;2;2;2;3;13;13;Normal
537_1;#0537;Seismitoad;;Tympole;Avanzada;Ace;Agua;Tierra;Nadorapido;Toquetoxico;Absorbeagua;3;3;3;3;2;4;20;18;Normal
538_1;#0538;Throh;;Throh;Inicial;Amateur;Lucha;NA;Fuerzamental;Agallas;Rompemoldes;4;3;1;3;1;4;18;16;Suave
539_1;#0539;Sawk;;Sawk;Inicial;Ace;Lucha;NA;Robustez;Fuerzamental;Rompemoldes;5;3;1;3;3;3;17;18;Normal
540_1;#0540;Sewaddle;;Sewaddle;B sico;Begginer;Bicho;Planta;Enjambre;Clorofila;Funda;2;2;1;2;1;2;10;10;Suave
541_1;#0541;Swadloon;;Sewaddle;Evoluci¢n;Amateur;Bicho;Planta;Defensahoja;Clorofila;Funda;2;3;2;3;1;3;15;14;Suave
542_1;#0542;Leavanny;;Sewaddle;Avanzada;Ace;Bicho;Planta;Enjambre;Clorofila;Funda;4;3;2;3;3;3;17;18;Normal
543_1;#0543;Venipede;;Venipede;B sico;Starter;Bicho;Veneno;Enjambre;Puntotoxico;Impulso;1;2;1;1;2;2;8;9;Suave
544_1;#0544;Whirlipede;;Venipede;Evoluci¢n;Begginer;Bicho;Veneno;Enjambre;Puntotoxico;Impulso;2;3;1;3;1;2;10;12;Suave
545_1;#0545;Scolipede;;Venipede;Avanzada;Ace;Bicho;Veneno;Enjambre;Puntotoxico;Impulso;4;3;2;2;4;3;17;18;Rapido
546_1;#0546;Cottonee;;Cottonee;B sico;Begginer;Planta;Hada;Allanamiento;Bromista;Clorofila;1;2;1;2;2;2;10;10;Normal
547_1;#0547;Whimsicott;;Cottonee;Evoluci¢n;Ace;Planta;Hada;Allanamiento;Bromista;Clorofila;2;3;3;3;4;3;17;18;Rapido
548_1;#0548;Petilil;;Petilil;B sico;Begginer;Planta;NA;Clorofila;Ritmopropio;Defensahoja;1;2;2;2;1;2;10;10;Lento
549_1;#0549;Lilligant;;Petilil;Evoluci¢n;Ace;Planta;NA;Clorofila;Ritmopropio;Defensahoja;2;3;4;3;3;3;17;18;Normal
549_2;#0549;Lilligant;Forma de Hisui;Petilil;Evoluci¢n;Pro;Planta;Lucha;Clorofila;Entusiasmo;Defensahoja;4;3;2;3;4;3;19;19;Rapido
550_1;#0550;Basculin;Forma Raya Roja;Basculin;Inicial;Amateur;Agua;NA;Audaz;Adaptable;Rompemoldes;3;2;3;2;3;3;15;16;Normal
550_2;#0550;Basculin;Forma Raya Azul;Basculin;Inicial;Amateur;Agua;NA;Cabezaroca;Adaptable;Rompemoldes;3;2;3;2;3;3;15;16;Normal
550_3;#0550;Basculin;Forma Raya Blanca;Basculin;Inicial;Amateur;Agua;NA;Cobardia;Adaptable;Rompemoldes;3;2;3;2;3;3;15;16;Normal
551_1;#0551;Sandile;;Sandile;B sico;Begginer;Tierra;Siniestro;Intimidacion;Autoestima;Irascible;2;1;1;1;2;3;13;10;Normal
552_1;#0552;Krokorok;;Sandile;Evoluci¢n;Begginer;Tierra;Siniestro;Intimidacion;Autoestima;Irascible;3;1;1;1;2;3;13;11;Normal
553_1;#0553;Krookodile;;Sandile;Avanzada;Ace;Tierra;Siniestro;Intimidacion;Autoestima;Irascible;4;3;2;2;3;3;17;17;Normal
554_1;#0554;Darumaka;;Darumaka;B sico;Begginer;Fuego;NA;Entusiasmo;Entusiasmo;Fuerzamental;3;1;1;1;2;3;13;11;Suave
554_2;#0554;Darumaka;Forma de Galar;Darumaka;B sico;Begginer;Hielo;NA;Entusiasmo;Entusiasmo;Fuerzamental;3;1;1;1;2;3;13;11;Suave
555_1;#0555;Darmanitan;Modo Normal;Darumaka;Avanzada;Ace;Fuego;NA;Potenciabruta;Potenciabruta;Mododaruma;5;2;1;2;3;4;20;17;Normal
555_3;#0555;Darmanitan;Forma de Galar;Darumaka;Avanzada;Ace;Hielo;NA;Monotema;Monotema;Mododaruma;5;2;1;2;3;4;20;17;Normal
555_2;#0555;Darmanitan;Modo Daruma;Darumaka;Avanzada;Pro;Fuego;Psiquico;Mododaruma;Mododaruma;Mododaruma;1;4;5;4;2;4;22;20;Suave
555_4;#0555;Darmanitan;Modo Daruma;Darumaka;Avanzada;Pro;Hielo;Fuego;Mododaruma;Mododaruma;Mododaruma;6;2;1;2;5;4;22;20;Rapido
556_1;#0556;Maractus;;Maractus;Inicial;Amateur;Planta;NA;Absorbeagua;Clorofila;Colector;3;2;4;2;2;3;15;16;Suave
557_1;#0557;Dwebble;;Dwebble;B sico;Begginer;Bicho;Roca;Caparazon;Robustez;Armadurafragil;2;3;1;1;2;3;13;12;Suave
558_1;#0558;Crustle;;Dwebble;Evoluci¢n;Ace;Bicho;Roca;Caparazon;Robustez;Armadurafragil;4;5;2;3;1;3;17;18;Suave
559_1;#0559;Scraggy;;Scraggy;B sico;Begginer;Siniestro;Lucha;Autoestima;Mudar;Intimidacion;3;2;1;2;1;3;13;12;Suave
560_1;#0560;Scrafty;;Scraggy;Evoluci¢n;Ace;Siniestro;Lucha;Autoestima;Mudar;Intimidacion;3;4;1;4;2;3;17;17;Suave
561_1;#0561;Sigilyph;;Sigilyph;Inicial;Ace;Psiquico;Volador;Pielmilagro;Muromagico;Cromolente;2;3;4;3;3;3;17;18;Normal
562_1;#0562;Yamask;;Yamask;B sico;Begginer;Fantasma;NA;Momia;Momia;Momia;1;3;2;2;1;2;10;11;Lento
562_2;#0562;Yamask;Forma de Galar;Yamask;B sico;Begginer;Tierra;Fantasma;Almaerrante;Almaerrante;Almaerrante;2;3;1;2;1;2;10;11;Lento
563_1;#0563;Cofagrigus;;Yamask;Evoluci¢n;Ace;Fantasma;NA;Momia;Momia;Momia;2;5;3;4;1;3;17;18;Lento
564_1;#0564;Tirtouga;;Tirtouga;B sico;Amateur;Agua;Roca;Rocasolida;Robustez;Nadorapido;3;4;2;1;1;3;15;14;Lento
