ID;Movimiento;Tipo;DMG;CD;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Name;Comando;Moves
ID_605;Brillo Magico;Hada;DB + 1d8;1 Ronda;2 Acciones;Energia;Canalizar;+1;Ninguno.;-;Especial;Oponentes;0;Cono (15 ft);-;Ace;Brillo Magico (2A);"/me Brillo Magico
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Energia} + @{Canalizar} +@{Precision} +1]]
Tipo: Hada ; Da§o:
[[@{Energia} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Cono (15 ft)/ Blanco: Oponentes/ Tags: -";Dazzling Gleam
ID_611;Acoso;Bicho;DB + 1d4;0 Rondas;2 Acciones;Destreza;Canalizar;+1;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da§o del 12.5% del PS cada turno.; Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda;Especial;Elegido;0;Lanzar (25 ft);Prision;Begginer;Acoso (2A);"/me Acoso
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Bicho ; Da§o:
[[@{Energia} + 1d4]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto:  Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Prision";Infestation
ID_613;Ala Mortifera;Volador;DB + 2d4;1 Ronda;2 Acciones;Energia;Empatia;+1;El usuario recupera PS equivalente al 75% del da§o causado.;El usuario recupera PS equivalente al da§o causado.;Especial;Elegido;0;Lanzar (25 ft);Drenaje;Pro;Ala Mortifera (2A);"/me Ala Mortifera
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Energia} + @{Empatia} +@{Precision} +1]]
Tipo: Volador ; Da§o:
[[@{Energia} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El usuario recupera PS equivalente al da§o causado.
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Drenaje";Oblivion Wing
ID_615;Mil Temblores;Tierra;DB + 2d4;1 Ronda;2 Acciones;Energia;Combatir;+1;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da§o del 12.5% del PS cada turno.; Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda;Fisico;Oponentes;0;Area (10ft);Prision;Pro;Mil Temblores (2A);"/me Mil Temblores
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Energia} + @{Combatir} +@{Precision} +1]]
Tipo: Tierra ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto:  Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda
Tags: Area (10ft)/ Blanco: Oponentes/ Tags: Prision";Thousand Waves
ID_616;Fuerza Telurica;Tierra;DB + 2d4;1 Ronda;2 Acciones;Fuerza;Canalizar;+1;Ninguno.;-;Fisico;Oponentes;0;Area (10ft);-;Pro;Fuerza Telurica (2A);"/me Fuerza Telurica
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Fuerza} + @{Canalizar} +@{Precision} +1]]
Tipo: Tierra ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Area (10ft)/ Blanco: Oponentes/ Tags: -";Land?s Wrath
ID_617;Luz Aniquiladora;Hada;DB + 3d4;2 Rondas;3  Acciones;Energia;Canalizar;-1;Provoca un da§o de retroceso del 50% del da§o provocado al Pokemon rival.; El Usuario pierde HP equivalente al DB;Especial;Elegido;0;Lanzar (25 ft);Recoil;Ace;#N/D;"/me Luz Aniquiladora
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Energia} + @{Canalizar} +@{Precision} -1]]
Tipo: Hada ; Da§o:
[[@{Energia} + 3d4]]
CoolDown: 2 Rondas ; Tiempo: 3  Acciones
Prioridad: 0
Efecto:  El Usuario pierde HP equivalente al DB
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Recoil";Light of Ruin
ID_618;Pulso Primigenio;Agua;DB + 1d6 + 2;1 Ronda;2 Acciones;Energia;Lanzar;-2;Ninguno.;-;Especial;Area;0;Cono (15 ft);Pulso;Pro;Pulso Primigenio (2A);"/me Pulso Primigenio
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Energia} + @{Lanzar} +@{Precision} -2]]
Tipo: Agua ; Da§o:
[[@{Energia} + 1d6 + 2]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Cono (15 ft)/ Blanco: Area/ Tags: Pulso";Origin Pulse
ID_619;Filo del Abismo;Tierra;DB + 2d6;1 Ronda;2 Acciones;Fuerza;Canalizar;-2;Ninguno.;-;Fisico;Area;0;Cono (15 ft);-;Pro;Filo del Abismo (2A);"/me Filo del Abismo
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Fuerza} + @{Canalizar} +@{Precision} -2]]
Tipo: Tierra ; Da§o:
[[@{Fuerza} + 2d6]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Cono (15 ft)/ Blanco: Area/ Tags: -";Precipice Blades
ID_641;Recogearena;Tierra;-;2 Rondas;2 Acciones;Vitalidad;Medicina;+0;El usuario recupera 66.6% PS en Tormenta de Arena, y 50% PS si no hay clima o en Dia Soleado, Llovizna o Granizo.;El usuario recupera PS equivalente a su Car. Adicional, si el clima es Tormenta de Arena cura 2 puntos adicionales, y -2 en otro clima;Otros;Usuario;0;Propio;"Curacion; Clima";Amateur;Recogearena (2A);"/me Recogearena
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Vitalidad} + @{Medicina} +@{Precision} +0]]
Tipo: Tierra ; Da§o:
-
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El usuario recupera PS equivalente a su Car. Adicional, si el clima es Tormenta de Arena cura 2 puntos adicionales, y -2 en otro clima
Tags: Propio/ Blanco: Usuario/ Tags: Curacion; Clima";Shore Up
ID_643;Bunker;Veneno;-;1 Ronda;Reaccion;Vitalidad;Naturaleza;+0;Evita todo da§o directo y efectos de movimientos del rival. Su precision se reduce con cada uso consecutivo. Provoca Envenenamiento si un Pokemon hace contacto.;Evita todo da§o directo y efectos de movimientos del rival. Si el movimiento bloqueado era de contacto, Envenena al rival;Otros;Usuario;5;Propio;"Escudo; Veneno";Begginer;Bunker (R);"/me Bunker
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Vitalidad} + @{Naturaleza} +@{Precision} +0]]
Tipo: Veneno ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: Reaccion
Prioridad: 5
Efecto: Evita todo da§o directo y efectos de movimientos del rival. Si el movimiento bloqueado era de contacto, Envenena al rival
Tags: Propio/ Blanco: Usuario/ Tags: Escudo; Veneno";Baneful Bunker
ID_644;Puntada Sombria;Fantasma;DB + 1d8;2 Rondas;2 Acciones;Destreza;Lanzar;+1;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;Bloquea al Blanco.;Fisico;Elegido;0;Lanzar (25 ft);Prision;Ace;Puntada Sombria (2A);"/me Puntada Sombria
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Fantasma ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Bloquea al Blanco.
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Prision";Spirit Shackle
ID_648;Cura Floral;Hada;-;2 Rondas;2 Acciones;Sabiduria;Naturaleza;+0;El Pokemon objetivo recupera 66.6% PS en Campo de Hierba, y 50% PS si no hay campo o en Campo Electrico, Campo Psiquico o Campo de Niebla.;El usuario recupera PS equivalente a su Car. Adicional, si esta el Campo de Hierba activo cura 2 puntos adicionales, y -2 en otros Campos;Otros;Aliado;0;Lanzar (25 ft);Curacion;Amateur;Cura Floral (2A);"/me Cura Floral
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Sabiduria} + @{Naturaleza} +@{Precision} +0]]
Tipo: Hada ; Da§o:
-
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El usuario recupera PS equivalente a su Car. Adicional, si esta el Campo de Hierba activo cura 2 puntos adicionales, y -2 en otros Campos
Tags: Lanzar (25 ft)/ Blanco: Aliado/ Tags: Curacion";Floral Healing
ID_649;Fuerza Equina;Tierra;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;+0;Ninguno.;-;Fisico;Elegido;0;Contacto (5ft);-;Amateur;Fuerza Equina (2A);"/me Fuerza Equina
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +0]]
Tipo: Tierra ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";High Horsepower
ID_650;Absorbefuerza;Planta;-;1 Ronda;2 Acciones;Sabiduria;Etiqueta;+1;100% de reducir un nivel el Ataque al rival. El usuario recupera PS equivalente al Ataque del Pokemon objetivo antes de dicha reduccion.;"Reduce -1 FUE; El usuario se cura PS equivalente a la fuerza actualizada del Blanco";Otros;Elegido;0;Lanzar (25 ft);Curacion;Ace;Absorbefuerza (2A);"/me Absorbefuerza
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Sabiduria} + @{Etiqueta} +@{Precision} +1]]
Tipo: Planta ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce -1 FUE; El usuario se cura PS equivalente a la fuerza actualizada del Blanco
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Curacion";Strength Sap
ID_652;Follaje;Planta;DB + 1d4 + 1;2 / Ronda;2 Acciones;Destreza;Lanzar;+1;Ninguno.;-;Fisico;Elegido;0;Cono (15 ft);-;Starter;Follaje (2A);"/me Follaje
Nivel: Starter (CD: 2)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Planta ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 2 / Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Cono (15 ft)/ Blanco: Elegido/ Tags: -";Leafage
ID_654;Hilo Venenoso;Veneno;-;0 Rondas;2 Acciones;Destreza;Lanzar;+1;100% de reducir un nivel la Velocidad al rival. Provoca Envenenamiento.;"Reduce -1 DES; Envenena al rival";Otros;Elegido;0;Lanzar (25 ft);Veneno;Ace;Hilo Venenoso (2A);"/me Hilo Venenoso
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Veneno ; Da§o:
-
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce -1 DES; Envenena al rival
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Veneno";Toxic Thread
ID_655;Aguzar;Normal;-;0 Rondas;2 Acciones;Sabiduria;Percepcion;+0;Garantiza que el ataque que realice el usuario el siguiente turno sea Golpe Critico.;El siguiente movimiento realizado siempre realiza da§o Critico;Otros;Usuario;0;Propio;-;Amateur;Aguzar (2A);"/me Aguzar
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Sabiduria} + @{Percepcion} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El siguiente movimiento realizado siempre realiza da§o Critico
Tags: Propio/ Blanco: Usuario/ Tags: -";Laser Focus
ID_657;Golpe Mordaza;Siniestro;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;El Pokemon rival no puede usar movimientos de sonido durante 2 turnos.;El Blanco no puede usar movimientos de sonido durante 2 rondas.;Fisico;Elegido;0;Contacto (5ft);-;Amateur;Golpe Mordaza (2A);"/me Golpe Mordaza
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Siniestro ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El Blanco no puede usar movimientos de sonido durante 2 rondas.
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Throat Chop
ID_658;Bola de Polen;Bicho;DB + 2d4;2 Rondas;2 Acciones;Energia;Lanzar;+1;Si el Pokemon objetivo es un aliado, este movimiento recupera el 50% de su PS maximo en lugar de hacerle da§o.;Si el Blanco es un Aliado recupera PS equivalente a su Car.;Especial;Elegido;0;Lanzar (25 ft);"Proyectil; Curacion";Ace;Bola de Polen (2A);"/me Bola de Polen
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Energia} + @{Lanzar} +@{Precision} +1]]
Tipo: Bicho ; Da§o:
[[@{Energia} + 2d4]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Si el Blanco es un Aliado recupera PS equivalente a su Car.
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Proyectil; Curacion";Pollen Puff
ID_659;Anclaje;Acero;DB + 1d8;2 Rondas;2 Acciones;Destreza;Combatir;+1;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;Bloquea al Blanco.;Fisico;Elegido;0;Contacto (5ft);Prision;Amateur;Anclaje (2A);"/me Anclaje
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Acero ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Bloquea al Blanco.
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Prision";Anchor Shot
ID_661;Plancha;Bicho;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;100% de reducir un nivel el Ataque al rival.;Reduce -1 FUE;Fisico;Elegido;0;Contacto (5ft);-;Amateur;Plancha (2A);"/me Plancha
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Bicho ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce -1 FUE
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Lunge
ID_663;Chuleria;Siniestro;Xd4;2 Rondas;2 Acciones;Destreza;Combatir;+1;El poder base del movimiento aumenta cuantos mas modificadores positivos de stats tiene el usuario.;El da§o de este movimiento aumenta 1d4 por cada modificador positivo en el Usuario (Max 5d4);Fisico;Elegido;0;Contacto (5ft);Creciente;Ace;Chuleria (2A);"/me Chuleria
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Siniestro ; Da§o:
Xd4
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El da§o de este movimiento aumenta 1d4 por cada modificador positivo en el Usuario (Max 5d4)
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Creciente";Power Trip
ID_666;Cuerno Certero;Acero;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+6;Siempre golpea.;-;Fisico;Elegido;0;Contacto (5ft);-;Ace;Cuerno Certero (2A);"/me Cuerno Certero
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +6]]
Tipo: Acero ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Smart Strike
ID_667;Purificacion;Veneno;-;0 Rondas;2 Acciones;Energia;Medicina;+0;Cura cualquier problema de estado del Pokemon objetivo. Si lo hace, el usuario recupera el 50% de su PS maximo.;Si  el Blanco tiene un problema de estado, recupera PS equivalente a su Car y lo sana del mismo.;Otros;Elegido;0;Lanzar (25 ft);Curacion;Amateur;Purificacion (2A);"/me Purificacion
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Energia} + @{Medicina} +@{Precision} +0]]
Tipo: Veneno ; Da§o:
-
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Si  el Blanco tiene un problema de estado, recupera PS equivalente a su Car y lo sana del mismo.
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Curacion";Purify
ID_670;Patada Tropical;Planta;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;100% de reducir un nivel el Ataque al rival.;Reduce la FUE del rival;Fisico;Elegido;0;Contacto (5ft);-;Begginer;Patada Tropical (2A);"/me Patada Tropical
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Planta ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce la FUE del rival
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Trop Kick
ID_674;Martillo Dragon;Dragon;DB + 2d4;1 Ronda;2 Acciones;Fuerza;Combatir;+1;Ninguno.;-;Fisico;Elegido;0;Contacto (5ft);-;Amateur;Martillo Dragon (2A);"/me Martillo Dragon
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} +1]]
Tipo: Dragon ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Dragon Hammer
ID_675;Giro Vil;Siniestro;DB + 1d6 + 1;0 Rondas;2 Acciones;Fuerza;Combatir;+1;Golpea a todos los Pokemon adyacentes al usuario haciendo contacto en todos ellos.;Se considera da§o de contacto contra cada objetivo en el Area;Fisico;Area;0;Area (10ft);-;Ace;Giro Vil (2A);"/me Giro Vil
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} +1]]
Tipo: Siniestro ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Se considera da§o de contacto contra cada objetivo en el Area
Tags: Area (10ft)/ Blanco: Area/ Tags: -";Brutal Swing
ID_689;Pataleta;Tierra;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;El poder base se duplica si el usuario fallo el ultimo movimiento usado.;Causa da§o Critico si el usuario fallo el ultimo movimiento usado.;Fisico;Elegido;0;Contacto (5ft);-;Ace;Pataleta (2A);"/me Pataleta
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Tierra ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Causa da§o Critico si el usuario fallo el ultimo movimiento usado.
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Stomping Tantrum
ID_690;Hueso Sombrio;Fantasma;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;+1;20% de reducir un nivel la Defensa al rival.;"CD 16 de Reducir -1 VIT
/r [[1d20]]";Fisico;Elegido;0;Lanzar (25 ft);-;Begginer;Hueso Sombrio (2A);"/me Hueso Sombrio
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Fantasma ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 16 de Reducir -1 VIT
/r [[1d20]]
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: -";Shadow Bone
ID_691;Roca Veloz;Roca;DB + 1d4 + 1;0 Rondas;Reaccion;Destreza;Acrobacias;+1;Golpea primero.;Sin Efecto;Fisico;Elegido;2;Contacto (5ft);-;Begginer;Roca Veloz (R);"/me Roca Veloz
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Acrobacias} +@{Precision} +1]]
Tipo: Roca ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: Reaccion
Prioridad: 2
Efecto: Sin Efecto
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Accelerock
ID_692;Hidroariete;Agua;DB + 2d4;1 Ronda;2 Acciones;Fuerza;Combatir;+1;20% de reducir un nivel la Defensa al rival.;"CD 16 de Reducir -1 VIT
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);-;Ace;Hidroariete (2A);"/me Hidroariete
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} +1]]
Tipo: Agua ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 16 de Reducir -1 VIT
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Liquidation
ID_698;Electropunzada;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);Retroceso;Amateur;Electropunzada (2A);"/me Electropunzada
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Electrico ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de causar Retroceso
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Retroceso";Zing Zap
ID_699;Furia Natural;Hada;2;1 Ronda;2 Acciones;Sabiduria;Naturaleza;-1;Causa un da§o equivalente a la mitad del PS que le queda al Pokemon rival.;El movimiento da§a directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;Especial;Elegido;0;Lanzar (25 ft);-;Pro;Furia Natural (2A);"/me Furia Natural
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Sabiduria} + @{Naturaleza} +@{Precision} -1]]
Tipo: Hada ; Da§o:
[[2]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El movimiento da§a directamente al rival ignorando Defensas, aplica Debilidad o Resistencia
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: -";Nature?s Madness
ID_724;Ferropu§o Doble;Acero;DB + 1d6 + 1;2 Ronda;1 Accion;Fuerza;Combatir;+1;30% de hacer retroceder al rival. Golpea 2 veces seguidas.;"CD 14 de causar Retroceso; Puede usarse hasta 2 veces por Ronda
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);"Pu§o; Recurrente; Retroceso";Pro;Ferropu§o Doble (1A);"/me Ferropu§o Doble
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} +1]]
Tipo: Acero ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 2 Ronda ; Tiempo: 1 Accion
Prioridad: 0
Efecto: CD 14 de causar Retroceso; Puede usarse hasta 2 veces por Ronda
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Pu§o; Recurrente; Retroceso";Double Iron Bash
ID_733;Dracoflechas;Dragon;DB + 1d6;1 Ronda;1 Accion;Destreza;Lanzar;-3;Golpea 2 veces seguidas. Si hay dos objetivos, golpea 1 vez a cada uno de ellos.;Puede usarse hasta 2 veces por Ronda;Fisico;Elegido;0;Larga (40 ft);Recurrente;Ace;Dracoflechas (1A);"/me Dracoflechas
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} -3]]
Tipo: Dragon ; Da§o:
[[@{Fuerza} + 1d6]]
CoolDown: 1 Ronda ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Puede usarse hasta 2 veces por Ronda
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: Recurrente";Dragon Darts
ID_735;Octopresa;Lucha;-;1 Ronda;2 Acciones;Fuerza;Atletismo;+1;Impide al rival ser intercambiado. Baja un nivel la Defensa y la Defensa Especial al rival cada turno.;Bloquea al Blanco. Al final de la Ronda Reduce -1 VIT y SAB. ;Otros;Elegido;0;Contacto (5ft);Prision;Ace;Octopresa (2A);"/me Octopresa
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Atletismo} +@{Precision} +1]]
Tipo: Lucha ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Bloquea al Blanco. Al final de la Ronda Reduce -1 VIT y SAB. 
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Prision";Octolock
ID_761;Cepo;Planta;DB + 1d4 + 1;1 Ronda;2 Acciones;Destreza;Sigilo;+1;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da§o del 12.5% del PS cada turno.; Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda;Fisico;Elegido;0;Contacto (5ft);Prision;Amateur;Cepo (2A);"/me Cepo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Sigilo} +@{Precision} +1]]
Tipo: Planta ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto:  Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Prision";Snap Trap
ID_762;Balon igneo;Fuego;DB + 2d6;2 Rondas;2 Acciones;Energia;Lanzar;-1;10% de quemar al rival.;"CD 18 de Quemar al rival
/r [[1d20]]";Fisico;Elegido;0;Lanzar (25 ft);"Proyectil; Quemadura";Amateur;Balon igneo (2A);"/me Balon igneo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Energia} + @{Lanzar} +@{Precision} -1]]
Tipo: Fuego ; Da§o:
[[@{Fuerza} + 2d6]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Quemar al rival
/r [[1d20]]
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Proyectil; Quemadura";Pyro Ball
ID_765;Rueda Aural;Electrico;DB + 1d6 + 2;1 Ronda;2 Acciones;Destreza;Combatir;+1;Aumenta un nivel la Velocidad al usuario. El tipo del movimiento depende de la Forma de Morpeko. Con la Forma Saciada es de tipo Electrico, mientras que con la Forma Voraz es de tipo Siniestro.;Aumenta +1 DES. Cambia a tipo siniestro en forma Hambrienta;Fisico;Elegido;0;Lanzar (25 ft);-;Amateur;Rueda Aural (2A);"/me Rueda Aural
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Electrico ; Da§o:
[[@{Fuerza} + 1d6 + 2]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Aumenta +1 DES. Cambia a tipo siniestro en forma Hambrienta
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: -";Aura Wheel
