ID;Ndex;Pokemon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
0402_1;#0402;Kricketune;Sinnoh;Kricketot;Evolucion;Amateur;Bicho;Bicho;Enjambre;Enjambre;Experto;3;2;2;2;2;3;15;14;Normal
0403_1;#0403;Shinx;Sinnoh;Shinx;Basico;Starter;Electrico;Electrico;Rivalidad;Intimidacion;Agallas;2;1;1;1;1;2;8;8;Suave
0404_1;#0404;Luxio;Sinnoh;Shinx;Evolucion;Begginer;Electrico;Electrico;Rivalidad;Intimidacion;Agallas;3;1;2;1;2;3;13;12;Suave
0405_1;#0405;Luxray;Sinnoh;Shinx;Avanzada;Elite;Electrico;Electrico;Rivalidad;Intimidacion;Agallas;4;3;3;3;2;3;17;18;Normal
0406_1;#0406;Budew;Sinnoh;Budew;Bebe;Begginer;Planta;Veneno;Curanatural;Puntotoxico;Defensahoja;1;1;2;2;2;2;10;10;Suave
0407_1;#0407;Roserade;Sinnoh;Budew;Avanzada;Master;Planta;Veneno;Curanatural;Puntotoxico;Experto;2;2;5;4;3;3;19;19;Normal
0408_1;#0408;Cranidos;Sinnoh;Cranidos;Basico;Begginer;Roca;Roca;Rompemoldes;Rompemoldes;Potenciabruta;5;1;1;1;2;3;13;13;Suave
0409_1;#0409;Rampardos;Sinnoh;Cranidos;Evolucion;Elite;Roca;Roca;Rompemoldes;Rompemoldes;Potenciabruta;6;2;2;2;2;3;17;17;Suave
0410_1;#0410;Shieldon;Sinnoh;Shieldon;Basico;Begginer;Roca;Acero;Robustez;Robustez;Insonorizar;1;4;1;3;1;2;10;12;Lento
0411_1;#0411;Bastiodon;Sinnoh;Shieldon;Evolucion;Elite;Roca;Acero;Robustez;Robustez;Insonorizar;2;6;1;5;1;3;17;18;Lento
0412_1;#0412;Burmy;Tronco Planta;Burmy;Basico;Starter;Bicho;Bicho;Mudar;Mudar;Funda;1;1;1;1;1;2;8;7;Lento
0413_1;#0413;Wormadam;Tronco Basura;Burmy;Evolucion;Amateur;Bicho;Acero;Anticipacion;Anticipacion;Funda;2;3;2;3;1;3;15;14;Lento
0413_2;#0413;Wormadam;Tronco Planta;Burmy;Evolucion;Amateur;Bicho;Planta;Anticipacion;Anticipacion;Funda;2;3;3;4;1;3;15;16;Lento
0413_3;#0413;Wormadam;Tronco Arena;Burmy;Evolucion;Amateur;Bicho;Tierra;Anticipacion;Anticipacion;Funda;3;4;2;3;1;3;15;16;Lento
0414_1;#0414;Mothim;Sinnoh;Burmy;Evolucion;Amateur;Bicho;Volador;Enjambre;Enjambre;Cromolente;3;2;3;2;2;3;15;15;Normal
0415_1;#0415;Combee;Sinnoh;Combee;Basico;Starter;Bicho;Volador;Recogemiel;Recogemiel;Entusiasmo;1;1;1;1;2;2;8;8;Normal
0416_1;#0416;Vespiquen;Sinnoh;Combee;Evolucion;Elite;Bicho;Volador;Presion;Presion;Nerviosismo;3;4;3;4;1;3;17;18;Suave
0417_1;#0417;Pachirisu;Sinnoh;Pachirisu;Inicial;Begginer;Electrico;Electrico;Fuga;Recogida;Absorbeelectricidad;1;2;1;3;3;3;13;13;Normal
0418_1;#0418;Buizel;Sinnoh;Buizel;Basico;Begginer;Agua;Agua;Nadorapido;Nadorapido;Veloagua;2;1;2;1;3;3;13;12;Normal
0419_1;#0419;Floatzel;Sinnoh;Buizel;Evolucion;Elite;Agua;Agua;Nadorapido;Nadorapido;Veloagua;4;2;3;2;4;3;17;18;Rapido
0420_1;#0420;Cherubi;Sinnoh;Cherubi;Basico;Starter;Planta;Planta;Clorofila;Clorofila;Clorofila;1;1;2;2;1;2;8;9;Lento
0421_1;#0421;Cherrim;Forma Encapotado;Cherubi;Evolucion;Amateur;Planta;Planta;Donfloral;Donfloral;Donfloral;2;2;3;3;3;3;15;16;Normal
0422_1;#0422;Shellos;Mar Oeste;Shellos;Basico;Begginer;Agua;Agua;Viscosidad;Colector;Poderarena;1;1;2;2;1;3;13;10;Lento
0423_1;#0423;Gastrodon;Mar Oeste;Shellos;Evolucion;Amateur;Agua;Tierra;Viscosidad;Colector;Poderarena;3;2;3;3;1;4;18;16;Suave
0424_1;#0424;Ambipom;Sinnoh;Aipom;Evolucion;Elite;Normal;Normal;Experto;Recogida;Encadenado;4;2;2;2;4;3;17;17;Rapido
0425_1;#0425;Drifloon;Sinnoh;Drifloon;Basico;Begginer;Fantasma;Volador;Liviano;Detonacion;impetuardiente;2;1;2;1;2;3;13;11;Normal
0426_1;#0426;Drifblim;Sinnoh;Drifloon;Evolucion;Elite;Fantasma;Volador;Liviano;Detonacion;impetuardiente;3;1;3;2;3;5;23;17;Normal
0427_1;#0427;Buneary;Sinnoh;Buneary;Basico;Begginer;Normal;Normal;Fuga;Zoquete;Flexibilidad;2;1;1;2;3;3;13;12;Normal
0428_1;#0428;Lopunny;Sinnoh;Buneary;Evolucion;Elite;Normal;Normal;Granencanto;Zoquete;Flexibilidad;3;3;2;3;4;3;17;18;Rapido
0428_2;#0428;Lopunny;Mega;Buneary;Mega;Legend;Normal;Lucha;Intrepido;Intrepido;Intrepido;5;3;2;3;5;3;25;21;Rapido
0429_1;#0429;Mismagius;Sinnoh;Misdreavus;Evolucion;Master;Fantasma;Fantasma;Levitacion;Levitacion;Levitacion;2;2;4;4;4;3;19;19;Rapido
0430_1;#0430;Honchkrow;Sinnoh;Murkrow;Evolucion;Master;Siniestro;Volador;Insomnio;Afortunado;Autoestima;5;2;4;2;2;4;22;19;Normal
0431_1;#0431;Glameow;Sinnoh;Glameow;Basico;Begginer;Normal;Normal;Flexibilidad;Ritmopropio;Vistalince;2;1;1;1;3;2;10;10;Normal
0432_1;#0432;Purugly;Sinnoh;Glameow;Evolucion;Amateur;Normal;Normal;Sebo;Ritmopropio;Competitivo;3;2;2;2;4;3;15;16;Rapido
0433_1;#0433;Chingling;Sinnoh;Chingling;Bebe;Begginer;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;1;2;2;2;1;2;10;10;Suave
0434_1;#0434;Stunky;Sinnoh;Stunky;Basico;Begginer;Veneno;Siniestro;Hedor;Detonacion;Vistalince;2;1;1;1;2;3;13;10;Normal
0435_1;#0435;Skuntank;Sinnoh;Stunky;Evolucion;Amateur;Veneno;Siniestro;Hedor;Detonacion;Vistalince;3;2;2;2;3;4;18;16;Normal
0436_1;#0436;Bronzor;Sinnoh;Bronzor;Basico;Begginer;Acero;Psiquico;Levitacion;Ignifugo;Metalpesado;1;3;1;3;1;3;13;12;Lento
0437_1;#0437;Bronzong;Sinnoh;Bronzor;Evolucion;Elite;Acero;Psiquico;Levitacion;Ignifugo;Metalpesado;3;4;3;4;1;3;17;18;Lento
0438_1;#0438;Bonsly;Sinnoh;Bonsly;Bebe;Begginer;Roca;Roca;Robustez;Cabezaroca;Cobardia;3;3;1;1;1;3;13;12;Lento
0439_1;#0439;Mime Jr.;Sinnoh;Mime Jr.;Bebe;Begginer;Psiquico;Hada;Insonorizar;Filtro;Experto;1;1;2;3;2;2;10;11;Suave
0440_1;#0440;Happiny;Sinnoh;Happiny;Bebe;Begginer;Normal;Normal;Curanatural;Dicha;Compiescolta;1;1;1;2;1;4;16;10;Lento
0441_1;#0441;Chatot;Sinnoh;Chatot;Inicial;Begginer;Normal;Volador;Vistalince;Tumbos;Sacapecho;2;1;3;1;3;3;13;13;Normal
0442_1;#0442;Spiritomb;Sinnoh;Spiritomb;Inicial;Elite;Fantasma;Siniestro;Presion;Presion;Allanamiento;3;4;3;4;1;3;17;18;Lento
0443_1;#0443;Gible;Sinnoh;Gible;Basico;Starter;Dragon;Tierra;Veloarena;Veloarena;Pieltosca;2;1;1;1;1;3;11;9;Suave
0444_1;#0444;Gabite;Sinnoh;Gible;Evolucion;Amateur;Dragon;Tierra;Veloarena;Veloarena;Pieltosca;3;2;2;2;3;3;15;15;Normal
0445_1;#0445;Garchomp;Sinnoh;Gible;Avanzada;Master;Dragon;Tierra;Veloarena;Veloarena;Pieltosca;5;3;3;3;4;4;22;22;Fugaz
0445_2;#0445;Garchomp;Mega;Gible;Mega;Legend;Dragon;Tierra;Poderarena;Poderarena;Poderarena;6;4;4;3;3;4;28;24;Normal
0446_1;#0446;Munchlax;Sinnoh;Munchlax;Bebe;Begginer;Normal;Normal;Recogida;Sebo;Gula;3;1;1;3;1;4;16;13;Lento
0447_1;#0447;Riolu;Sinnoh;Riolu;Bebe;Starter;Lucha;Lucha;Impasible;Fuerzamental;Bromista;2;1;1;1;2;2;8;9;Suave
0448_1;#0448;Lucario;Sinnoh;Riolu;Avanzada;Elite;Lucha;Acero;Impasible;Fuerzamental;Justiciero;4;2;4;2;3;3;17;18;Normal
0448_2;#0448;Lucario;Mega;Riolu;Mega;Legend;Lucha;Acero;Adaptable;Adaptable;Adaptable;5;3;5;2;4;3;25;22;Rapido
0449_1;#0449;Hippopotas;Sinnoh;Hippopotas;Basico;Begginer;Tierra;Tierra;Chorroarena;Chorroarena;Poderarena;2;3;1;1;1;3;13;11;Lento
0450_1;#0450;Hippowdon;Sinnoh;Hippopotas;Evolucion;Elite;Tierra;Tierra;Chorroarena;Chorroarena;Poderarena;4;4;2;2;1;4;20;17;Suave
0451_1;#0451;Skorupi;Sinnoh;Skorupi;Basico;Begginer;Veneno;Bicho;Armadurabatalla;Francotirador;Vistalince;2;3;1;2;2;2;10;12;Normal
0452_1;#0452;Drapion;Sinnoh;Skorupi;Evolucion;Elite;Veneno;Siniestro;Armadurabatalla;Francotirador;Vistalince;3;4;2;3;3;3;17;18;Normal
0453_1;#0453;Croagunk;Sinnoh;Croagunk;Basico;Begginer;Veneno;Lucha;Anticipacion;Pielseca;Toquetoxico;2;1;2;1;2;2;10;10;Suave
0454_1;#0454;Toxicroak;Sinnoh;Croagunk;Evolucion;Elite;Veneno;Lucha;Anticipacion;Pielseca;Toquetoxico;4;2;3;2;3;3;17;17;Normal
0455_1;#0455;Carnivine;Sinnoh;Carnivine;Inicial;Amateur;Planta;Planta;Levitacion;Levitacion;Levitacion;4;2;3;2;1;3;15;15;Suave
0456_1;#0456;Finneon;Sinnoh;Finneon;Basico;Begginer;Agua;Agua;Nadorapido;Colector;Veloagua;1;2;1;2;2;2;10;10;Normal
0457_1;#0457;Lumineon;Sinnoh;Finneon;Evolucion;Amateur;Agua;Agua;Nadorapido;Colector;Veloagua;2;3;2;3;3;3;15;16;Normal
0458_1;#0458;Mantyke;Sinnoh;Mantyke;Bebe;Begginer;Agua;Volador;Nadorapido;Absorbeagua;Veloagua;1;2;2;4;2;2;10;13;Suave
0459_1;#0459;Snover;Sinnoh;Snover;Basico;Begginer;Planta;Hielo;Nevada;Nevada;Insonorizar;2;2;2;2;1;3;13;12;Suave
0460_1;#0460;Abomasnow;Sinnoh;Snover;Evolucion;Elite;Planta;Hielo;Nevada;Nevada;Insonorizar;3;3;3;3;2;3;17;17;Suave
0460_2;#0460;Abomasnow;Mega;Snover;Mega;Legend;Planta;Hielo;Nevada;Nevada;Nevada;5;4;5;4;1;3;25;22;Lento
0461_1;#0461;Weavile;Sinnoh;Sneasel;Evolucion;Elite;Siniestro;Hielo;Presion;Presion;Hurto;4;2;1;3;5;3;17;18;Rapido
0462_1;#0462;Magnezone;Sinnoh;Magnemite;Avanzada;Master;Electrico;Acero;Iman;Robustez;Calculofinal;2;4;5;3;2;3;19;19;Suave
0463_1;#0463;Lickilicky;Sinnoh;Lickitung;Evolucion;Elite;Normal;Normal;Despiste;Ritmopropio;Aclimatacion;3;3;3;3;2;4;20;18;Suave
0464_1;#0464;Rhyperior;Sinnoh;Rhyhorn;Avanzada;Master;Tierra;Roca;Pararrayos;Rocasolida;Audaz;5;5;2;2;1;4;22;19;Suave
0465_1;#0465;Tangrowth;Sinnoh;Tangela;Evolucion;Elite;Planta;Planta;Clorofila;Defensahoja;Regeneracion;4;5;4;2;2;4;20;21;Suave
0466_1;#0466;Electivire;Sinnoh;Elekid;Avanzada;Elite;Electrico;Electrico;Electromotor;Electromotor;Espirituvital;4;2;3;3;3;3;17;18;Normal
0467_1;#0467;Magmortar;Sinnoh;Magby;Avanzada;Master;Fuego;Fuego;Cuerpollama;Cuerpollama;Espirituvital;3;2;5;3;3;3;19;19;Normal
0468_1;#0468;Togekiss;Sinnoh;Togepi;Avanzada;Master;Hada;Volador;Entusiasmo;Dicha;Afortunado;2;3;4;4;3;3;19;19;Normal
0469_1;#0469;Yanmega;Sinnoh;Yanma;Evolucion;Elite;Bicho;Volador;Impulso;Cromolente;Cacheo;3;3;4;2;3;3;17;18;Normal
0470_1;#0470;Leafeon;Sinnoh;Eevee;Evolucion;Master;Planta;Planta;Defensahoja;Defensahoja;Clorofila;4;5;2;2;3;3;19;19;Normal
0471_1;#0471;Glaceon;Sinnoh;Eevee;Evolucion;Master;Hielo;Hielo;Mantoniveo;Mantoniveo;Gelido;2;4;5;3;2;3;19;19;Normal
0472_1;#0472;Gliscor;Sinnoh;Gligar;Evolucion;Elite;Tierra;Volador;Cortefuerte;Veloarena;Antidoto;3;5;1;3;3;3;17;18;Normal
0473_1;#0473;Mamoswine;Sinnoh;Swinub;Avanzada;Master;Hielo;Tierra;Despiste;Mantoniveo;Sebo;5;3;2;2;3;4;22;19;Normal
0474_1;#0474;Porygon-Z;Sinnoh;Porygon;Avanzada;Master;Normal;Normal;Adaptable;Descarga;Calculofinal;3;2;5;3;3;3;19;19;Normal
0475_1;#0475;Gallade;Sinnoh;Ralts;Avanzada;Master;Psiquico;Lucha;Impasible;Cortante;Justiciero;5;2;2;4;3;3;19;19;Normal
0475_2;#0475;Gallade;Mega;Ralts;Mega;Legend;Psiquico;Lucha;Fuerzamental;Fuerzamental;Fuerzamental;6;3;2;4;4;3;25;22;Rapido
0476_1;#0476;Probopass;Sinnoh;Nosepass;Evolucion;Master;Roca;Acero;Iman;Robustez;Poderarena;2;5;3;6;1;3;19;20;Suave
0477_1;#0477;Dusknoir;Sinnoh;Duskull;Avanzada;Master;Fantasma;Fantasma;Presion;Presion;Cacheo;4;5;2;5;1;2;16;19;Suave
0478_1;#0478;Froslass;Sinnoh;Snorunt;Evolucion;Elite;Hielo;Fantasma;Mantoniveo;Mantoniveo;Cuerpomaldito;3;2;3;2;4;3;17;17;Rapido
0479_1;#0479;Rotom;Forma de Rotom;Rotom;Inicial;Elite;Electrico;Fantasma;Levitacion;Levitacion;Levitacion;2;3;3;3;3;3;17;17;Normal
0479_2;#0479;Rotom;Rotom Calor;Rotom;Inicial;Master;Electrico;Fuego;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
0479_3;#0479;Rotom;Rotom Lavado;Rotom;Inicial;Master;Electrico;Agua;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
0479_4;#0479;Rotom;Rotom Frio;Rotom;Inicial;Master;Electrico;Hielo;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
0479_5;#0479;Rotom;Rotom Ventilador;Rotom;Inicial;Master;Electrico;Volador;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
0479_6;#0479;Rotom;Rotom Corte;Rotom;Inicial;Master;Electrico;Planta;Levitacion;Levitacion;Levitacion;2;4;4;4;3;3;19;20;Normal
0480_1;#0480;Uxie;Sinnoh;Uxie;Legendario;Legend;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;3;5;3;5;3;3;25;22;Normal
0481_1;#0481;Mesprit;Sinnoh;Mesprit;Legendario;Legend;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;4;4;4;4;3;3;25;22;Normal
0482_1;#0482;Azelf;Sinnoh;Azelf;Legendario;Legend;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;5;2;5;2;4;3;25;21;Rapido
0483_1;#0483;Dialga;Sinnoh;Dialga;Legendario;Legend;Acero;Dragon;Presion;Presion;Telepatia;4;4;6;4;3;4;28;25;Normal
0483_2;#0483;Dialga;Forma Origen;Dialga;Legendario;Legend;Acero;Dragon;Presion;Presion;Telepatia;4;4;6;4;3;4;28;25;Normal
0484_1;#0484;Palkia;Sinnoh;Palkia;Legendario;Legend;Agua;Dragon;Presion;Presion;Telepatia;4;4;6;4;4;3;25;25;Fugaz
0484_2;#0484;Palkia;Forma Origen;Palkia;Legendario;Legend;Agua;Dragon;Presion;Presion;Telepatia;4;4;6;4;4;3;25;25;Fugaz
0485_1;#0485;Heatran;Sinnoh;Heatran;Legendario;Legend;Fuego;Acero;Absorbefuego;Absorbefuego;Cuerpollama;3;4;5;4;3;3;25;22;Normal
0486_1;#0486;Regigigas;Sinnoh;Regigigas;Legendario;Legend;Normal;Normal;Iniciolento;Iniciolento;Iniciolento;6;4;3;4;4;4;28;25;Fugaz
0487_1;#0487;Giratina;Forma Modificada;Giratina;Legendario;Legend;Fantasma;Dragon;Presion;Presion;Telepatia;4;4;4;4;3;5;31;24;Normal
0487_2;#0487;Giratina;Forma Origen;Giratina;Legendario;Legend;Fantasma;Dragon;Levitacion;Levitacion;Levitacion;4;4;4;4;3;5;31;24;Normal
0488_1;#0488;Cresselia;Sinnoh;Cresselia;Legendario;Legend;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;2;4;3;4;3;4;28;20;Normal
0489_1;#0489;Phione;Sinnoh;Phione;Legendario;Elite;Agua;Agua;Hidratacion;Hidratacion;Hidratacion;3;3;3;3;3;3;17;18;Normal
0490_1;#0490;Manaphy;Sinnoh;Manaphy;Legendario;Legend;Agua;Agua;Hidratacion;Hidratacion;Hidratacion;4;4;4;4;4;4;28;24;Fugaz
0491_1;#0491;Darkrai;Sinnoh;Darkrai;Legendario;Legend;Siniestro;Siniestro;Pesadilla;Pesadilla;Pesadilla;3;3;5;3;5;3;25;22;Rapido
0492_1;#0492;Shaymin;Forma Cielo;Shaymin;Legendario;Legend;Planta;Volador;Dicha;Dicha;Dicha;4;3;4;3;5;4;28;23;Fugaz
0492_2;#0492;Shaymin;Forma Tierra;Shaymin;Legendario;Legend;Planta;Planta;Curanatural;Curanatural;Curanatural;4;4;4;4;4;4;28;24;Fugaz
0493_1;#0493;Arceus;Sinnoh;Arceus;Legendario;Legend;Normal;Normal;Multitipo;Multitipo;Multitipo;4;4;4;4;4;4;28;24;Fugaz
0494_1;#0494;Victini;Sinnoh;Victini;Legendario;Legend;Psiquico;Fuego;Tinovictoria;Tinovictoria;Tinovictoria;4;4;4;4;4;4;28;24;Fugaz
0495_1;#0495;Snivy;Teselia;Snivy;Basico;Begginer;Planta;Planta;Espesura;Espesura;Respondon;1;2;1;2;2;2;10;10;Normal
0496_1;#0496;Servine;Teselia;Snivy;Evolucion;Amateur;Planta;Planta;Espesura;Espesura;Respondon;2;3;2;3;3;3;15;16;Normal
0497_1;#0497;Serperior;Teselia;Snivy;Avanzada;Master;Planta;Planta;Espesura;Espesura;Respondon;3;3;3;3;4;3;19;19;Rapido
0498_1;#0498;Tepig;Teselia;Tepig;Basico;Starter;Fuego;Fuego;Marllamas;Marllamas;Sebo;2;1;1;1;1;3;11;9;Suave
0499_1;#0499;Pignite;Teselia;Tepig;Evolucion;Amateur;Fuego;Lucha;Marllamas;Marllamas;Sebo;3;2;2;2;2;3;15;14;Suave
0500_1;#0500;Emboar;Teselia;Tepig;Avanzada;Elite;Fuego;Lucha;Marllamas;Marllamas;Audaz;4;2;4;2;2;4;20;18;Normal
0501_1;#0501;Oshawott;Teselia;Oshawott;Basico;Begginer;Agua;Agua;Torrente;Torrente;Caparazon;2;1;2;1;1;3;13;10;Suave
0502_1;#0502;Dewott;Teselia;Oshawott;Evolucion;Amateur;Agua;Agua;Torrente;Torrente;Caparazon;3;2;3;2;2;3;15;15;Suave
0503_1;#0503;Samurott;Teselia;Oshawott;Avanzada;Elite;Agua;Agua;Torrente;Torrente;Caparazon;4;3;4;2;2;3;17;18;Normal
0503_2;#0503;Samurott;Hisui;Oshawott;Avanzada;Master;Agua;Siniestro;Torrente;Torrente;Cortante;4;3;4;2;3;3;19;19;Normal
0504_1;#0504;Patrat;Teselia;Patrat;Basico;Starter;Normal;Normal;Vistalince;Fuga;Calculofinal;2;1;1;1;1;2;8;8;Suave
0505_1;#0505;Watchog;Teselia;Patrat;Evolucion;Amateur;Normal;Normal;Vistalince;Iluminacion;Calculofinal;3;2;2;2;3;3;15;15;Normal
0506_1;#0506;Lillipup;Teselia;Lillipup;Basico;Starter;Normal;Normal;Espirituvital;Recogida;Fuga;2;1;1;1;2;2;8;9;Suave
0507_1;#0507;Herdier;Teselia;Lillipup;Evolucion;Begginer;Normal;Normal;Intimidacion;impetuarena;Intrepido;3;2;1;2;2;3;13;13;Suave
0508_1;#0508;Stoutland;Teselia;Lillipup;Avanzada;Elite;Normal;Normal;Intimidacion;impetuarena;Intrepido;4;3;1;3;3;3;17;17;Normal
0509_1;#0509;Purrloin;Teselia;Purrloin;Basico;Begginer;Siniestro;Siniestro;Flexibilidad;Liviano;Bromista;2;1;2;1;2;2;10;10;Normal
0510_1;#0510;Liepard;Teselia;Purrloin;Evolucion;Elite;Siniestro;Siniestro;Flexibilidad;Liviano;Bromista;3;2;3;2;4;3;17;17;Rapido
0511_1;#0511;Pansage;Teselia;Pansage;Basico;Begginer;Planta;Planta;Gula;Gula;Espesura;2;1;2;1;2;3;13;11;Normal
0512_1;#0512;Simisage;Teselia;Pansage;Evolucion;Elite;Planta;Planta;Gula;Gula;Espesura;3;2;3;2;4;3;17;17;Rapido
0513_1;#0513;Pansear;Teselia;Pansear;Basico;Begginer;Fuego;Fuego;Gula;Gula;Marllamas;2;1;2;1;2;3;13;11;Normal
0514_1;#0514;Simisear;Teselia;Pansear;Evolucion;Elite;Fuego;Fuego;Gula;Gula;Marllamas;3;2;3;2;4;3;17;17;Rapido
0515_1;#0515;Panpour;Teselia;Panpour;Basico;Begginer;Agua;Agua;Gula;Gula;Torrente;2;1;2;1;2;3;13;11;Normal
0516_1;#0516;Simipour;Teselia;Panpour;Evolucion;Elite;Agua;Agua;Gula;Gula;Torrente;3;2;3;2;4;3;17;17;Rapido
0517_1;#0517;Munna;Teselia;Munna;Basico;Begginer;Psiquico;Psiquico;Sincronia;Alerta;Telepatia;1;1;2;2;1;3;13;10;Lento
0518_1;#0518;Musharna;Teselia;Munna;Evolucion;Elite;Psiquico;Psiquico;Sincronia;Alerta;Telepatia;2;3;4;3;1;4;20;17;Lento
0519_1;#0519;Pidove;Teselia;Pidove;Basico;Begginer;Normal;Volador;Sacapecho;Afortunado;Rivalidad;2;2;1;1;1;3;13;10;Suave
0520_1;#0520;Tranquill;Teselia;Pidove;Evolucion;Begginer;Normal;Volador;Sacapecho;Afortunado;Rivalidad;3;2;2;1;2;3;13;13;Normal
0521_1;#0521;Unfezant;Teselia;Pidove;Avanzada;Elite;Normal;Volador;Sacapecho;Afortunado;Rivalidad;4;3;2;2;3;3;17;17;Normal
0522_1;#0522;Blitzle;Teselia;Blitzle;Basico;Begginer;Electrico;Electrico;Pararrayos;Electromotor;Herbivoro;2;1;2;1;3;2;10;11;Normal
0523_1;#0523;Zebstrika;Teselia;Blitzle;Evolucion;Elite;Electrico;Electrico;Pararrayos;Electromotor;Herbivoro;4;2;3;2;4;3;17;18;Rapido
0524_1;#0524;Roggenrola;Teselia;Roggenrola;Basico;Begginer;Roca;Roca;Robustez;Armadurafragil;Poderarena;3;3;1;1;1;3;13;12;Lento
0525_1;#0525;Boldore;Teselia;Roggenrola;Evolucion;Amateur;Roca;Roca;Robustez;Armadurafragil;Poderarena;4;4;2;1;1;3;15;15;Lento
0526_1;#0526;Gigalith;Teselia;Roggenrola;Avanzada;Master;Roca;Roca;Robustez;Chorroarena;Poderarena;5;5;2;3;1;3;19;19;Lento
0527_1;#0527;Woobat;Teselia;Woobat;Basico;Begginer;Psiquico;Volador;Ignorante;Zoquete;Simple;1;1;2;1;2;3;13;10;Normal
0528_1;#0528;Swoobat;Teselia;Woobat;Evolucion;Amateur;Psiquico;Volador;Ignorante;Zoquete;Simple;2;2;3;2;4;3;15;16;Rapido
0529_1;#0529;Drilbur;Teselia;Drilbur;Basico;Begginer;Tierra;Tierra;impetuarena;Poderarena;Rompemoldes;3;1;1;1;2;3;13;11;Normal
0530_1;#0530;Excadrill;Teselia;Drilbur;Evolucion;Elite;Tierra;Acero;impetuarena;Poderarena;Rompemoldes;5;2;2;2;3;4;20;18;Normal
0531_1;#0531;Audino;Teselia;Audino;Inicial;Amateur;Normal;Normal;Almacura;Regeneracion;Zoquete;2;3;2;3;2;4;18;16;Suave
0531_2;#0531;Audino;Mega;Audino;Mega;Legend;Normal;Hada;Almacura;Almacura;Almacura;2;5;3;5;2;4;28;21;Suave
0532_1;#0532;Timburr;Teselia;Timburr;Basico;Begginer;Lucha;Lucha;Agallas;Potenciabruta;Pu¤oferreo;3;2;1;1;1;3;13;11;Lento
0533_1;#0533;Gurdurr;Teselia;Timburr;Evolucion;Amateur;Lucha;Lucha;Agallas;Potenciabruta;Pu¤oferreo;4;3;1;2;1;3;15;14;Suave
0534_1;#0534;Conkeldurr;Teselia;Timburr;Avanzada;Elite;Lucha;Lucha;Agallas;Potenciabruta;Pu¤oferreo;5;3;2;2;1;4;20;17;Suave
0535_1;#0535;Tympole;Teselia;Tympole;Basico;Begginer;Agua;Agua;Hidratacion;Nadorapido;Absorbeagua;2;1;2;1;2;3;13;11;Normal
0536_1;#0536;Palpitoad;Teselia;Tympole;Evolucion;Begginer;Agua;Tierra;Hidratacion;Nadorapido;Absorbeagua;2;2;2;2;2;3;13;13;Normal
0537_1;#0537;Seismitoad;Teselia;Tympole;Avanzada;Elite;Agua;Tierra;Nadorapido;Toquetoxico;Absorbeagua;3;3;3;3;2;4;20;18;Normal
0538_1;#0538;Throh;Teselia;Throh;Inicial;Amateur;Lucha;Lucha;Fuerzamental;Agallas;Rompemoldes;4;3;1;3;1;4;18;16;Suave
0539_1;#0539;Sawk;Teselia;Sawk;Inicial;Elite;Lucha;Lucha;Robustez;Fuerzamental;Rompemoldes;5;3;1;3;3;3;17;18;Normal
0540_1;#0540;Sewaddle;Teselia;Sewaddle;Basico;Begginer;Bicho;Planta;Enjambre;Clorofila;Funda;2;2;1;2;1;2;10;10;Suave
0541_1;#0541;Swadloon;Teselia;Sewaddle;Evolucion;Amateur;Bicho;Planta;Defensahoja;Clorofila;Funda;2;3;2;3;1;3;15;14;Suave
0542_1;#0542;Leavanny;Teselia;Sewaddle;Avanzada;Elite;Bicho;Planta;Enjambre;Clorofila;Funda;4;3;2;3;3;3;17;18;Normal
0543_1;#0543;Venipede;Teselia;Venipede;Basico;Starter;Bicho;Veneno;Enjambre;Puntotoxico;Impulso;1;2;1;1;2;2;8;9;Suave
0544_1;#0544;Whirlipede;Teselia;Venipede;Evolucion;Begginer;Bicho;Veneno;Enjambre;Puntotoxico;Impulso;2;3;1;3;1;2;10;12;Suave
0545_1;#0545;Scolipede;Teselia;Venipede;Avanzada;Elite;Bicho;Veneno;Enjambre;Puntotoxico;Impulso;4;3;2;2;4;3;17;18;Rapido
0546_1;#0546;Cottonee;Teselia;Cottonee;Basico;Begginer;Planta;Hada;Allanamiento;Bromista;Clorofila;1;2;1;2;2;2;10;10;Normal
0547_1;#0547;Whimsicott;Teselia;Cottonee;Evolucion;Elite;Planta;Hada;Allanamiento;Bromista;Clorofila;2;3;3;3;4;3;17;18;Rapido
0548_1;#0548;Petilil;Teselia;Petilil;Basico;Begginer;Planta;Planta;Clorofila;Ritmopropio;Defensahoja;1;2;2;2;1;2;10;10;Lento
0549_1;#0549;Lilligant;Teselia;Petilil;Evolucion;Elite;Planta;Planta;Clorofila;Ritmopropio;Defensahoja;2;3;4;3;3;3;17;18;Normal
