ID;Movimiento;Tipo;DMG;PP;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;CD;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Moves
M0631;Intercambio;Psiquico;-;1 cada 2 Rondas;;Carisma;Empatia;-;El usuario intercambia la habilidad con el rival (salvo Superguarda y Multitipo).;;;Otros;Elegido;0;-;-;Amateur;Skill Swap
M0632;Isofuerza;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;Suma los stats de Ataque y Ataque Especial del usuario con los del Pokemon objetivo, otorgando la mitad a cada uno.;;;Otros;Elegido;0;-;-;Amateur;Power Split
M0633;Isoguardia;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;Suma los stats de Defensa y Defensa Especial del usuario con los del Pokemon objetivo, otorgando la mitad a cada uno.;;;Otros;Elegido;0;-;-;Amateur;Guard Split
M0634;Kinetico;Psiquico;-;1 cada 2 Rondas;;Energia;Persuacion;-2;Baja un nivel la Precision al rival.;;;Otros;Elegido;0;-;-;Begginer;Kinesis
M0635;Laser Doble;Psiquico;DB + 1d4 + 1;1 Ronda;1 Accion;Destreza;Lanzar;-2;Golpea 2 veces seguidas.;Puede usarse hasta 2 veces por Ronda;;Especial;Elegido;0;Linear (20 ft);Recurrente;02 Amateur [A];Twin Beam
M0636;Laser Prisma;Psiquico;DB + 3d4;1 cada 2 Rondas;;Destreza;Canalizar;+1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Especial;Elegido;0;Rango;Letal;Pro;Prismatic Laser
M0637;Mandato;Psiquico;-;1 cada 2 Rondas;;Carisma;Persuacion;-;El Pokemon objetivo ejecuta inmediatamente el ultimo movimiento que haya usado en combate.;;;Otros;Elegido;0;-;-;Ace;Instruct
M0638;Manto Espejo;Psiquico;-;1/Ronda;;Sabiduria;Aguante;+1;Si el usuario es golpeado por un ataque especial el mismo turno en que usa este movimiento, le devolvera al atacante el doble del daño recibido.;;;Especial;Elegido;0;Rango;-;Amateur;Mirror Coat
M0639;Masa Cosmica;Psiquico;-;1/Ronda;;Energia;Aguante;-;Aumenta un nivel la Defensa y la Defensa Especial al usuario.;;;Otros;Usuario;0;-;-;Amateur;Cosmic Power
M0640;Meditacion;Psiquico;-;2/Ronda;;Sabiduria;Canalizar;-;Aumenta un nivel el Ataque al usuario.;;;Otros;Usuario;0;-;-;Starter;Meditate
M0641;Mirada Heladora;Psiquico;DB + 2d4;1 Ronda;2 Acciones;Destreza;Etiqueta;1;10% de congelar al rival.;"CD 18 de Congelar al rival
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);Congelacion;05 Legend [L];Freezing Glare
M0642;Onda Mental;Psiquico;DB + 1d6 + 2;1 cada 2 Rondas;;Destreza;Canalizar;+1;Causa daño en base al Ataque Especial del usuario y la Defensa del Pokemon objetivo.;;;Especial;Elegido;0;Rango;-;Pro;Psystrike
M0643;Pantalla de Luz;Psiquico;-;1/Ronda;;Energia;Canalizar;-;Reduce el daño provocado a tu Pokemon por ataques especiales del rival en un 50% (33% en 2vs2) durante 5 turnos.;;;Otros;Equipo;0;-;-;Amateur;Light Screen
M0644;Paranormal;Psiquico;DB + 1d8;1 PP;2 Acciones;Destreza;Canalizar;1;10% de hacer retroceder al rival.;"CD 18 de causar Retroceso
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);Retroceso;02 Amateur [A];Extrasensory
M0645;Paso Dimensional;Psiquico;DB + 1d8;1 cada 3 Rondas;;Sabiduria;Sigilo;-;Golpea aunque el rival use Proteccion, Deteccion, Vastaguardia o Anticipo ese turno.;;;Especial;Elegido;0;Rango;-;Pro;Hyperspace Hole
M0646;Paz Mental;Psiquico;-;1/Ronda;;Sabiduria;Canalizar;-;Aumenta un nivel el Ataque Especial y la Defensa Especial al usuario.;;;Otros;Usuario;0;-;-;Amateur;Calm Mind
M0647;Plegaria Lunar;Psiquico;-;1 Dia;3 Acciones;Carisma;Medicina;0;El usuario y sus aliados recuperan el 25% de su PS maximo y curan sus problemas de estado.;El usuario y sus aliados recuperan 3 PS y sanan sus problemas de Estado.;;Otros;Usuario;0;Area (10ft);Curacion;04 Master [M];Lunar Blessing
M0648;Poder Mistico;Psiquico;DB + 1d8;1 cada 2 Rondas;;Destreza;Canalizar;-1;Aumenta un nivel el Ataque Especial al usuario.;;;Especial;Elegido;0;Rango;-;Pro;Mystical Power
M0649;Poder Reserva;Psiquico;Xd4;2 Rondas;2 Acciones;Energia;Canalizar;1;El poder base del movimiento aumenta cuantos mas modificadores positivos de stats tiene el usuario.;El Dmg de este movimiento aumenta 1d4 por cada modificador positivo en el Usuario  (Max 5d4);;Especial;Elegido;0;Lanzar (25 ft);Creciente;03 Elite [E];Stored Power
M0650;Polvo Magico;Psiquico;-;1/Ronda;;Energia;Canalizar;+1;Cambia el tipo del Pokemon objetivo por el tipo Psiquico.;;;Otros;Elegido;0;-;Polvo;Ace;Magic Powder
M0651;Premonicion;Psiquico;DB + 2d6;1 cada 2 Rondas;;Sabiduria;Canalizar;+1;Este ataque golpeara al objetivo al final del segundo turno tras su uso. Mientras, se pueden usar otros ataques y tanto el usuario como el rival pueden ser intercambiados.;;;Especial;Elegido;0;Rango;-;Ace;Future Sight
M0652;Psicoataque;Psiquico;DB + 3d4;1 cada 3 Rondas;;Destreza;Canalizar;-1;100% de reducir dos niveles el Ataque Especial al usuario.;;;Especial;Elegido;0;Rango;Letal;Pro;Psycho Boost
M0653;Psicocambio;Psiquico;-;1 cada 2 Rondas;;Carisma;Empatia;+1;El usuario se ve curado de su estado alterado y se lo traspasa al rival.;;;Otros;Elegido;0;-;-;Begginer;Psycho Shift
M0654;Psicocarga;Psiquico;DB + 1d8;1 cada 2 Rondas;;Destreza;Canalizar;+1;Causa daño en base al Ataque Especial del usuario y la Defensa del Pokemon objetivo.;;;Especial;Elegido;0;Rango;-;Amateur;Psyshock
M0655;Psicocolmillo;Psiquico;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;+1;Destruye Pantalla de Luz, Reflejo y Velo Aurora, incluso si falla.;;;Fisico;Elegido;0;Contacto;Mordisco;Amateur;Psychic Fangs
M0656;Psicocorte;Psiquico;DB + 1d8;1 PP;2 Acciones;Destreza;Combatir;1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Elegido;0;Lanzar (25 ft);"Corte; Preciso";03 Elite [E];Psycho Cut
M0657;Psicohojas;Psiquico;DB + 1d8;1 cada 2 Rondas;;Destreza;Combate;+1;Causa un 50% mas de daño si hay un campo electrico.;;;Fisico;Elegido;0;Contacto;Corte;Ace;Psyblade
M0658;Psicoonda;Psiquico;2;1 Ronda;2 Acciones;Sabiduria;Canalizar;1;Causa un da¤o equivalente a 0.5 a 1.5 veces el nivel del usuario.;El movimiento hiere directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;;Especial;Elegido;0;Lanzar (25 ft);-;01 Beginner [B];Psywave
M0659;Psicorrayo;Psiquico;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Lanzar;1;10% de confundir al rival.;"CD 18 de confundir al rival.
/r [[1d20]]";CD 18;Especial;Elegido;0;Linear (20 ft);-;01 Beginner [B];Psybeam
M0660;Psicorruido;Psiquico;DB + 1d8;1 cada 2 Rondas;;Sabiduria;Artes;+1;El rival no puede recuperar PS en 2 turnos, salvo mediante Divide Dolor.;;;Especial;Elegido;0;Rango;Sonido;Amateur;Psychic Noise
M0661;Psiquico;Psiquico;DB + 2d4;1 Ronda;2 Acciones;Destreza;Canalizar;1;10% de reducir un nivel la Defensa Especial al rival.;"CD 18 de Reducir -1 SAB
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);-;02 Amateur [A];Psychic
M0662;Pulso Cura;Psiquico;-;2 Rondas;2 Acciones;Energia;Medicina;0;El Pokemon objetivo recupera el 50% de su PS maximo.;El Blanco recupera PS equivalente a su Car.;;Otros;Aliado;0;Lanzar (25 ft);"Pulso; Curacion";04 Master [M];Heal Pulse
M0663;Reflejo;Psiquico;-;1/Ronda;;Energia;Canalizar;-;Reduce el daño provocado a tu Pokemon por ataques fisicos del rival en un 50% (33% en 2vs2) durante 5 turnos.;;;Otros;Aliado;0;-;-;Begginer;Reflect
M0664;Resplandor;Psiquico;DB + 2d4;2 Rondas;2 Acciones;Energia;Canalizar;1;50% de reducir un nivel la Defensa Especial al rival.;"CD 10 de Reducir -1 SAB
/r [[1d20]]";CD 10;Especial;Elegido;0;Linear (20 ft);-;05 Legend [L];Luster Purge
M0665;Sellar;Psiquico;-;1 cada 2 Rondas;;Carisma;Empatia;-;Mientras el usuario permanezca en batalla, los rivales no pueden usar movimientos que tambien conozca el usuario (incluso si los aprende en batalla).;;;Otros;Elegido;0;-;-;Amateur;Imprison
M0666;Sincrorruido;Psiquico;DB + 2d6;1 cada 2 Rondas;;Energia;Artes;+1;Golpea a todos los Pokemon que compartan un tipo con el usuario.;;;Especial;Area;0;Area;-;Ace;Synchronoise
M0667;Telequinesis;Psiquico;-;1 cada 2 Rondas;;Energia;Canalizar;-;Hace levitar al Pokemon objetivo y reduce su Evasion durante 3 turnos. Falla si Gravedad esta activado.;;;Otros;Elegido;0;-;-;Ace;Telekinesis
M0668;Teletransporte;Psiquico;-;1/Ronda;;Energia;Canalizar;-;Termina la batalla contra Pokemon salvajes, no tiene efecto en batalla contra entrenadores.;;;Otros;Usuario;-4;-;-;Begginer;Teleport
M0669;Truco;Psiquico;-;1 cada 2 Rondas;;Carisma;Persuacion;+1;El usuario y el rival intercambian sus objetos durante el resto de la batalla. No funciona contra Pokemon con la habilidad Viscosidad.;;;Otros;Elegido;0;-;-;Amateur;Trick
M0670;Truco Fuerza;Psiquico;-;1 Ronda;2 Acciones;Energia;Empatia;0;El usuario intercambia sus stats de Ataque y de Defensa entre si, pero no sus modificadores.; El usuario intercambia ATA y VIT entre si por 4 Rondas.;;Otros;Usuario;0;Propio;-;02 Amateur [A];Power Trick
M0671;Vasta Fuerza;Psiquico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;1;Golpea a todos los Pokemon rivales en combates dobles con un 50% mas de poder base si hay un campo psiquico.;Si hay campo psiquico realiza Dmg Critico;;Especial;Oponentes;0;Area (10ft);-;03 Elite [E];Expanding Force
M0672;Zona Extraña;Psiquico;-;1 cada 2 Rondas;;Energia;Canalizar;-;Por 5 turnos los stats de Defensa y Defensa Especial de todos los Pokemon se intercambian entre si.;;;Otros;Campo;0;-;¤;Amateur;Wonder Room
M0673;Zona Magica;Psiquico;-;1 cada 2 Rondas;;Energia;Canalizar;-;Por 5 turnos los objetos equipados por los Pokemon no surten efecto.;;;Otros;Campo;0;-;-;Amateur;Magic Room
M0674;Alquitranazo;Roca;-;1 cada 2 Rondas;;Energia;Canalizar;+1;Baja un nivel la Velocidad al rival. El Pokemon objetivo pasa a ser debil a los ataques de tipo Fuego.;;;Otros;Elegido;0;-;-;Begginer;Tar Shot
M0675;Antiaereo;Roca;DB + 1d6;1 cada 2 Rondas;;Destreza;Lanzar;+1;Golpea a Pokemon en mitad de un Vuelo, Bote o Caida Libre. Los Pokemon voladores o con Levitacion pierden su inmunidad a Tierra.;;;Fisico;Elegido;0;Rango;-;Begginer;Smack Down
M0676;Avalancha;Roca;DB + 1d8;1 Ronda;2 Acciones;Destreza;Lanzar;-1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";CD 14;Fisico;Area;0;Cono (15 ft);Retroceso;03 Elite [E];Rock Slide
M0677;Filo Potente;Roca;DB + 2d4;1 cada 3 Rondas;;Destreza;Combate;+1;Golpea aunque el rival use Proteccion, Deteccion, Vastaguardia o Anticipo ese turno, los cuales se ven anulados.;;;Fisico;Elegido;0;Contacto;Corte;Ace;Mighty Cleave
M0678;Hachazo Petreo;Roca;DB + 1d6 + 1;1 cada 2 Rondas;;Fuerza;Combate;-1;El Pokemon que salga a luchar recibira un daño equivalente al 12.5% de PS, que aumenta o disminuye segun resistencias y debilidades al tipo Roca (3.125% a 50%).;;;Fisico;Elegido;0;Contacto;"Letal; Corte";Ace;Stone Axe
M0679;Joya de Luz;Roca;DB + 1d8;1 PP;2 Acciones;Destreza;Canalizar;1;Ninguno.;-;;Especial;Elegido;0;Larga (40 ft);-;02 Amateur [A];Power Gem
M0680;Lanzarrocas;Roca;DB + 1d6;1 Ronda;2 Acciones;Destreza;Lanzar;-1;Ninguno.;-;;Fisico;Elegido;0;Lanzar (25 ft);-;01 Beginner [B];Rock Throw
M0681;Pedrada;Roca;DB + 1d4;1 Ronda;1 Accion;Destreza;Lanzar;-2;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Lanzar (25 ft);"Proyectil; Recurrente";02 Amateur [A];Rock Blast
M0682;Poder Pasado;Roca;DB + 1d6 + 1;2 Rondas;3 Acciones;Destreza;Canalizar;1;10% de aumentar un nivel el Ataque, la Defensa, la Velocidad, el Ataque Especial y la Defensa Especial al usuario.;"CD 18 de Aumentar +1 a los Atributos
/r [[1d20]]";CD 18;Especial;Elegido;0;Cono (15 ft);-;01 Beginner [B];Ancient Power
M0683;Pulimento;Roca;-;1/Ronda;;Destreza;Acrobacia;-;Aumenta dos niveles la Velocidad al usuario.;;;Otros;Usuario;0;-;-;Begginer;Rock Polish
M0684;Rayo Meteorico;Roca;DB + 2d6;1 cada 2 Rondas;;Energia;Canalizar;-1;Precisa un turno de carga en el que aumenta un nivel el Ataque Especial al usuario.;;;Especial;Elegido;0;Rango;-;Ace;Meteor Beam
M0685;Roca Afilada;Roca;DB + 1d6 + 2;2 Rondas;2 Acciones;Fuerza;Lanzar;-2;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Oponentes;0;Linear (20 ft);Preciso;03 Elite [E];Stone Edge
M0686;Roca Veloz;Roca;DB + 1d4 + 1;1 PP;Reaccion;Destreza;Acrobacias;1;Golpea primero.;Sin Efecto;;Fisico;Elegido;2;Contacto (5ft);-;01 Beginner [B];Accelerock
M0687;Rodar;Roca;DB + 1d4;1/Ronda;;Destreza;Combate;-1;El usuario debe usar este movimiento por hasta 5 turnos (mientras no falle). Por cada turno que use el ataque, su poder base se dobla.;;;Fisico;Elegido;0;Contacto;-;Begginer;Rollout
M0688;Romperrocas;Roca;DB + 3d4;1 cada 3 Rondas;;Fuerza;Combate;-1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Fisico;Elegido;0;Rango;"Proyectil; Letal";Ace;Rock Wrecker
M0689;Salazon;Roca;DB + 1d4 + 1;1 cada 2 Rondas;;Vitalidad;Naturaleza;+1;El Pokemon rival recibe un daño del 12.5% del PS cada turno (un 25% si es de tipo Agua o Acero).;;;Fisico;Elegido;0;Contacto;-;Amateur;Salt Cure
M0690;Testarazo;Roca;DB + 3d4;2 Rondas;3  Acciones;Fuerza;Combatir;1;Provoca un da¤o de retroceso del 50% del da¤o provocado al Pokemon rival.; El Usuario pierde HP equivalente al DB;;Fisico;Elegido;0;Contacto (5ft);Recoil;04 Master [M];Head Smash
M0691;Torm. Diamantes;Roca;DB + 1d6 + 2;2 Rondas;2 Acciones;Destreza;Canalizar;0;50% de aumentar dos niveles la Defensa al usuario.;"CD 10 de Aumentar +2 VIT
/r [[1d20]]";CD 10;Fisico;Oponentes;0;Area (10ft);-;05 Legend [L];Diamond Storm
M0692;Tormenta Arena;Roca;-;1 Ronda;3 Acciones;Fuerza;Naturaleza;0;Provoca Tormenta de Arena.;Cambia el Clima por Tormenta de Arena. Dura 5 Rondas;;Otros;Campo;0;Campo (50 ft);Clima;02 Amateur [A];Sandstorm
M0693;Trampa Rocas;Roca;-;1 PP;1 Accion;Destreza;Sigilo;0;El Pokemon que salga a luchar recibira un da¤o equivalente al 12.5% de PS, que aumenta o disminuye segun resistencias y debilidades al tipo Roca (3.125% a 50%).;"Planta trampas en el campo con CD igual a la precision obtenida, las cuales causan 2 de Dmg de tipo Roca al moverse sobre ellas sin evitarlas. En Tormenta de Arena, las trampas lanzadas se duplican.
/r [[1d4]]";;Otros;Campo;0;Campo (50 ft);Trampa;03 Elite [E];Stealth Rock
M0694;Tumba Rocas;Roca;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Lanzar;0;100% de reducir un nivel la Velocidad al rival.;Reduce -1 DES del rival;;Fisico;Elegido;0;Lanzar (25 ft);-;01 Beginner [B];Rock Tomb
M0695;Vasta Guardia;Roca;-;4 PP;Reaccion;Vitalidad;Atletismo;0;Evita todo da¤o directo y efectos de movimientos del rival de objetivo multiple tanto al usuario como a sus compa¤eros. Su precision se reduce con cada uso consecutivo.;Evita todo Dmg directo y efectos de movimientos del rival de objetivo multiple tanto al usuario como a sus aliados.;;Otros;Equipo;4;Area (10ft);Escudo;03 Elite [E];Wide Guard
M0696;Forcejeo;Sin Tipo;1;0 PP;1 Accion;Destreza;Combatir-Canalizar;0;Puede ser usado ilimitadas veces por cualquier Pokemon que haya agotado los PP de todos sus movimientos o no los pueda usar. Causa da¤o de retroceso del 25% del PS max.;El movimiento realiza 1 de Dmg.;;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Struggle
M0697;Afilagarras;Siniestro;-;1 Ronda;2 Acciones;Sabiduria;Naturaleza;0;Aumenta un nivel el Ataque y la Precision al usuario.;Aumenta +1 ATA y ACC;;Otros;Usuario;0;-;-;02 Amateur [A];Hone Claws
M0698;Alarido;Siniestro;DB + 1d6;1 cada 2 Rondas;;Sabiduria;Artes;;100% de reducir un nivel el Ataque Especial al rival.;;;Especial;Oponentes;0;Area;Sonido;Begginer;Snarl
M0699;Brecha Negra;Siniestro;-;1 cada 2 Rondas;;Sabiduria;Persuacion;-4;Provoca Sueño.;;;Otros;Oponentes;0;-;-;Pro;Dark Void
M0700;Buena Baza;Siniestro;DB + 1d6 + 1;1 cada 2 Rondas;;Destreza;Combate;+1;Su poder base se duplica si el rival ya ha recibido daño ese turno (retroceso, Puas, Trampa Rocas, Vidasfera).;;;Fisico;Elegido;0;Contacto;-;Begginer;Assurance
M0701;Calamidad;Siniestro;2;1 Ronda;2 Acciones;Energia;Naturaleza;-1;Causa un da¤o equivalente a la mitad del PS que le queda al Pokemon rival.;El movimiento hiere directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;;Especial;Elegido;0;Lanzar (25 ft);-;03 Elite [E];Ruination
M0702;Camelo;Siniestro;-;1 cada 2 Rondas;;Carisma;Persuacion;+1;Provoca Confusion. Aumenta un nivel el Ataque Especial al rival.;;;Otros;Elegido;0;-;-;Ace;Flatter
M0703;Castigo;Siniestro;Xd4;2 Rondas;2 Acciones;Destreza;Combatir;1;El poder base aumenta cuando el rival tiene modificadores positivos de stats (incluye Precision y Evasion). El minimo es 60, a¤adiendo 20 por modificador y hasta 200.;El Dmg de este movimiento aumenta 1d4 por cada modificador positivo en el Blanco  (Max 5d4);;Fisico;Elegido;0;Contacto (5ft);Creciente;03 Elite [E];Punishment
M0704;Cerco Dimension;Siniestro;DB + 1d6 + 2;1 cada 3 Rondas;;Destreza;Combate;-;Golpea aunque el rival use Proteccion, Deteccion, Vastaguardia o Anticipo ese turno. Baja un nivel la Defensa al usuario.;;;Fisico;Elegido;0;Rango;-;Pro;Hyperspace Fury
M0705;Chuleria;Siniestro;Xd4;2 Rondas;2 Acciones;Destreza;Combatir;1;El poder base del movimiento aumenta cuantos mas modificadores positivos de stats tiene el usuario.;El Dmg de este movimiento aumenta 1d4 por cada modificador positivo en el Usuario (Max 5d4);;Fisico;Elegido;0;Contacto (5ft);Creciente;03 Elite [E];Power Trip
M0706;Desahogo;Siniestro;DB + 1d8;1 Ronda;2 Acciones;Fuerza;Combatir;1;El poder base se duplica si el usuario ha visto reducidos sus stats en el mismo turno.;Si en la ronda se han reducido las caracteristicas del Usuario, realiza Dmg Critico;;Fisico;Elegido;0;Contacto (5ft);-;03 Elite [E];Lash Out
M0707;Desarme;Siniestro;DB + 1d6 + 1;1/Ronda;;Destreza;Combate;+1;El rival pierde el objeto que pudiera tener equipado durante el resto de la batalla, salvo que tenga Viscosidad o Multitipo.;;;Fisico;Elegido;0;Contacto;-;Begginer;Knock Off
M0708;Embargo;Siniestro;-;1 cada 2 Rondas;;Carisma;Persuacion;+1;Impide al Pokemon rival usar su objeto equipado, asi como al jugador rival usar objetos en el, durante 5 turnos.;;;Otros;Elegido;0;-;-;Amateur;Embargo
M0709;Finta;Siniestro;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Combatir;5;Siempre golpea.;-;;Fisico;Elegido;0;Contacto (5ft);-;01 Beginner [B];Feint Attack
M0710;Furia Candente;Siniestro;DB + 2d4;1 Ronda;2 Acciones;Destreza;Canalizar;1;20% de hacer retroceder al rival.;"CD 16 de causar Retroceso
/r [[1d20]]";CD 16;Especial;Oponentes;0;Area (10ft);Retroceso;05 Legend [L];Fiery Wrath
M0711;Genufendiente;Siniestro;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;-;Siempre golpea.;;;Fisico;Elegido;0;Contacto;Corte;Ace;Kowtow Cleave
M0712;Giro Vil;Siniestro;DB + 1d6 + 1;1 PP;2 Acciones;Fuerza;Combatir;1;Golpea a todos los Pokemon adyacentes al usuario haciendo contacto en todos ellos.;Se considera Dmg de contacto contra cada objetivo en el Area;;Fisico;Area;0;Area (10ft);-;03 Elite [E];Brutal Swing
M0713;Golpe Bajo;Siniestro;DB + 1d8;1 cada 3 Rondas;;Destreza;Sigilo;+1;Golpea primero, pero falla si el rival no va a usar un movimiento de daño directo. Falla tambien si el rival golpea antes.;;;Fisico;Elegido;2;Contacto;Puño;Amateur;Sucker Punch
M0714;Golpe Mordaza;Siniestro;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;El Pokemon rival no puede usar movimientos de sonido durante 2 turnos.;El Blanco no puede usar movimientos de sonido durante 2 rondas.;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Throat Chop
M0715;Golpe Oscuro;Siniestro;DB + 1d8 + 1;2 Rondas;2 Acciones;Destreza;Combatir;1;Siempre provoca un Golpe Critico salvo que una habilidad o efecto lo impida.;Siempre realiza Dmg Critico;;Fisico;Elegido;0;Contacto (5ft);-;05 Legend [L];Wicked Blow
M0716;Irreverencia;Siniestro;DB + 1d8;1 cada 2 Rondas;;Sabiduria;Empatia;-;Nunca falla.;;;Fisico;Elegido;0;Contacto;-;Amateur;False Surrender
M0717;Juego Sucio;Siniestro;DB + 2d4;1 cada 2 Rondas;;Destreza;Sigilo;+1;Golpea al rival utilizando su propio stat de Ataque.;;;Fisico;Elegido;0;Contacto;-;Amateur;Foul Play
M0718;Ladron;Siniestro;DB + 1d6 + 1;1/Ronda;;Destreza;Sigilo;+1;Toma el objeto del rival si no tiene nada equipado, incluso aunque el rival caiga debilitado a consecuencia del ataque.;;;Fisico;Elegido;0;Rango;-;Begginer;Thief
M0719;Lanzamiento;Siniestro;DB;1 cada 2 Rondas;;Destreza;Lanzar;+1;Lanza el objeto equipado al rival. El efecto y daño causado depende del objeto lanzado. El objeto se puede recuperar con Reciclaje.;;;Fisico;Elegido;0;Rango;-;Amateur;Fling
M0720;Lariat Oscuro;Siniestro;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;+1;Ignora los modificadores de stats del Pokemon objetivo.;;;Fisico;Elegido;0;Contacto;-;Amateur;Darkest Lariat
M0721;Legado;Siniestro;-;1 cada 2 Rondas;;Carisma;Persuacion;+1;El usuario se debilita. Baja dos niveles el Ataque y el Ataque Especial del rival.;;;Otros;Elegido;0;-;-;Ace;Memento
M0722;Llanto Falso;Siniestro;-;1/Ronda;;Carisma;Persuacion;+1;Baja dos niveles la Defensa Especial al rival.;;;Otros;Elegido;0;-;-;Begginer;Fake Tears
M0723;Maquinacion;Siniestro;-;1/Ronda;;Carisma;Percepcion;-;Aumenta dos niveles el Ataque Especial al usuario.;;;Otros;Usuario;0;-;-;Amateur;Nasty Plot
M0724;Mofa;Siniestro;-;1 PP;2 Acciones;Carisma;Etiqueta;1;El rival no puede utilizar movimientos que no causen da¤o durante los proximos 3 turnos.;"El blanco no puede utilizar movimientos en base ""Otros"" hasta el final de la proxima ronda";;Otros;Elegido;0;Larga (40 ft);-;01 Beginner [B];Taunt
M0725;Mordisco;Siniestro;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Combatir;1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);"Mordisco; Retroceso";01 Beginner [B];Bite
M0726;Obstruccion;Siniestro;-;4 PP;Reaccion;Destreza;Etiqueta;0;Evita todo da¤o directo de movimientos del rival. Su precision se reduce con cada uso consecutivo. Reduce dos niveles la Defensa del Pokemon que intente tocarlo.;Evita todo Dmg directo de movimientos del rival. Si el movimiento bloqueado era de contacto, Reduce -2 VIT del rival;;Otros;Usuario;4;Propio;Escudo;04 Master [M];Obstruct
M0727;Ominochoque;Siniestro;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;10% de dormir al rival. Solo lo puede usar el Autostar Segin.;"CD 18 de dormir al rival
/r [[1d20]]";CD 18;Fisico;Elegido;0;Contacto (5ft);Star;03 Elite [E];Wicked Torque
M0728;Paliza;Siniestro;DB;1 cada 2 Rondas;;Destreza;Combate;+1;Cada Pokemon del equipo que este sano (sin estado) hara un ataque de poder base variable en funcion de su stat base de Ataque. El daño se calcula tambien con su Ataque.;;;Fisico;Elegido;0;Rango;-;Begginer;Beat Up
M0729;Persecucion;Siniestro;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Acrobacias;1;Este movimiento se aprovecha de sus enemigos que le den la esplda, duplicando su poder base en el golpe.;Si el objetivo esta huyendo del usuario, o intento evadir fallidamente, realiza Dmg critico.;;Fisico;Elegido;0;Contacto (5ft);-;01 Beginner [B];Pursuit
M0730;Presa Maxilar;Siniestro;DB + 1d8;1 cada 2 Rondas;;Fuerza;Combate;+1;Impide al usuario y al rival ser intercambiados hasta que alguno de los dos caiga debilitado.;;;Fisico;Elegido;0;Contacto;Mordisco;Amateur;Jaw Lock
M0731;Pulso Noche;Siniestro;DB + 2d4;1 Ronda;2 Acciones;Destreza;Canalizar;0;40% de reducir un nivel la Precision al rival.;"CD 12 de Reducir -1 ACC
/r [[1d20]]";CD 12;Especial;Elegido;0;Lanzar (25 ft);-;02 Amateur [A];Night Daze
M0732;Pulso Umbrio;Siniestro;DB + 1d8;1 Ronda;2 Acciones;Sabiduria;Canalizar;1;20% de hacer retroceder al rival.;"CD 16 de causar Retroceso
/r [[1d20]]";CD 16;Especial;Aleatorio;0;Lanzar (25 ft);Retroceso;02 Amateur [A];Dark Pulse
M0733;Resarcimiento;Siniestro;-;1 cada 2 Rondas;;Vitalidad;Combate;+1;Causa un daño equivalente al 150% del daño causado por el ataque del rival ese turno. Debe ser utilizado despues del ataque del rival.;;;Fisico;Elegido;0;Contacto;-;Amateur;Comeuppance
M0734;Reversion;Siniestro;-;1/Ronda;;Carisma;Persuacion;-;Invierte las alteraciones de estadisticas del Pokemon objetivo, de manera que los aumentos se vuelven reducciones y viceversa.;;;Otros;Elegido;0;-;-;Amateur;Topsy-Turvy
M0735;Robo;Siniestro;-;1 cada 2 Rondas;;Carisma;Sigilo;-;Roba el efecto secundario de los movimientos de apoyo que fuera a utilizar el rival ese turno, y lo utiliza en beneficio del usuario.;;;Otros;Elegido;4;-;-;Ace;Snatch
